mlp_type,training_size,predictors,nodes,activation,dropout,optimizer,learning_rate,epochs,MSE,R^2,observed_total_runoff,predicted_total_runoff,proportion_runoff_predicted
N10_random_year,10,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,29.990889319348526,0.679565407778883,2008.5762902055478,1969.5454,0.9805678876925787
N11_random_year,11,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,29.69983862702094,0.682675109159145,2008.5762902055478,1845.136,0.9186287796612908
N12_random_year,12,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,31.18755711826814,0.6667797329665137,2008.5762902055478,1658.5664,0.8257423003237137
N13_random_year,13,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,28.719601615379556,0.6931483513414871,2008.5762902055478,1960.7015,0.9761648325965696
N14_random_year,14,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,31.483091031292393,0.6636221310728498,2008.5762902055478,1670.1274,0.8314981360430862
N15_random_year,15,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,29.950796662137364,0.6799937736778638,2008.5762902055476,1794.9365,0.8936362199385591
N16_random_year,16,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,36.740870192687204,0.6074459269052961,2008.5762902055478,1460.2524,0.7270087018984054
N17_random_year,17,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,30.298244000517304,0.6762815080959206,2008.5762902055478,1717.0931,0.8548807172630314
N18_random_year,18,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,29.781721586117868,0.6818002390501364,2008.5762902055478,1797.419,0.8948721311096234
N19_random_year,19,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,32.421821337427325,0.6535923630440008,2008.5762902055478,1656.9913,0.8249581263543861
N20_random_year,20,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,34.46490984976567,0.6317631926132186,2008.5762902055478,1540.407,0.7669148490567104
N21_random_year,21,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,28.98672385784473,0.6902943110385775,2008.5762902055478,1999.3151,0.9953891585925085
N1_random_year,1,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.034972899589436,0.8500447662613007,2008.5762902055478,1825.5741,0.9088895978618104
N2_random_year,2,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.23592795247766,0.901319671593517,2008.5762902055478,1924.8394,0.958310304096924
N3_random_year,3,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,19.070831787658054,0.7962396465764935,2008.5762902055478,1491.0172,0.7423254068987736
N4_random_year,4,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.379668447658077,0.8997838909613274,2008.5762902055478,1963.8678,0.97774120277532
N5_random_year,5,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.369859602192296,0.9105730903802772,2008.5762902055478,1970.6812,0.9811333340702135
N6_random_year,6,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.790377661144085,0.9167645059632586,2008.5762902055478,1897.4901,0.9446940708986004
N7_random_year,7,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.186938849682726,0.9125274884681449,2008.5762902055478,1940.915,0.9663138256321229
N8_random_year,8,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.281474289672325,0.9008330364080535,2008.5762902055478,1918.9904,0.9553982917168321
N9_random_year,9,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.696371050619778,0.9070845121751325,2008.5762902055476,2108.8252,1.0499104293901096
N10_random_year,10,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.205699216370908,0.9123270452473509,2008.5762902055478,2077.1775,1.0341541420972398
N11_random_year,11,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.853589163854645,0.9054047313100921,2008.5762902055478,1810.8005,0.9015343584106863
N12_random_year,12,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.681837056930276,0.9179241969574249,2008.5762902055478,2009.9734,1.000695566542899
N13_random_year,13,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.933924519849246,0.9152307942202016,2008.5762902055478,1878.0116,0.9349963981141592
N14_random_year,14,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.452429563972349,0.9203752778732222,2008.5762902055478,2008.9758,1.000198916951537
N15_random_year,15,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.389131896849419,0.910367177517412,2008.5762902055476,1873.709,0.9328542776850433
N16_random_year,16,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.43328660966124,0.9098954110004596,2008.5762902055478,2085.5022,1.0382987230483562
N17_random_year,17,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.671721088739429,0.9180322799858286,2008.5762902055478,1944.5115,0.9681043653116025
N18_random_year,18,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.254213374629208,0.9224930984929267,2008.5762902055478,2059.6292,1.0254174364369564
N19_random_year,19,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.682966060364524,0.9179121342356024,2008.5762902055478,2023.4551,1.0074076289718275
N20_random_year,20,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.104954038335697,0.9134034468071115,2008.5762902055478,1894.9425,0.9434257061198773
N21_random_year,21,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.215878647616497,0.9015338863425061,2008.5762902055478,1833.1453,0.9126590175393736
N1_random_year,1,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,43.81753896690789,0.5318359825383454,2008.5762902055478,1444.56,0.7191960124382036
N2_random_year,2,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,32.993309756421795,0.6474863534305602,2008.5762902055478,2102.2253,1.0466245927764803
N3_random_year,3,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,33.49371943983078,0.6421397773040827,2008.5762902055478,1446.339,0.7200816798996473
N4_random_year,4,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,26.750339315227478,0.7141887331523242,2008.5762902055478,1769.6677,0.8810557673307375
N5_random_year,5,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,27.26839656681945,0.7086536033869668,2008.5762902055478,1895.1357,0.9435219122264762
N6_random_year,6,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,45.90257578422758,0.5095586197296068,2008.5762902055478,1187.4246,0.591177226544559
N7_random_year,7,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,26.119654471667538,0.7209272209148658,2008.5762902055478,1910.4984,0.9511704496374527
N8_random_year,8,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,26.68727065165556,0.7148625838433926,2008.5762902055478,1678.6062,0.8357194144714786
N9_random_year,9,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,24.809731204888024,0.7349229622002251,2008.5762902055476,1979.0007,0.9852753624903906
N10_random_year,10,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,23.7957780322925,0.7457564412588918,2008.5762902055478,1997.2483,0.9943601847511784
N11_random_year,11,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,25.665526182680683,0.725779308212047,2008.5762902055478,1782.812,0.8875998489140314
N12_random_year,12,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,24.411238451161925,0.7391806173062013,2008.5762902055478,1886.0057,0.9389764015942272
N13_random_year,13,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,25.856922553028838,0.7237343532514902,2008.5762902055478,1744.3738,0.8684627951664033
N14_random_year,14,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,28.068329614272404,0.7001068004850797,2008.5762902055478,1606.4789,0.7998097406952556
N15_random_year,15,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,39.30779031811008,0.5800199311338601,2008.5762902055476,1215.7236,0.6052663464866893
N16_random_year,16,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,25.14766281376404,0.7313123664577723,2008.5762902055478,1993.8489,0.9926677351892291
N17_random_year,17,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,28.95525435717182,0.6906305437027094,2008.5762902055478,1606.3441,0.7997426455962756
N18_random_year,18,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,28.880441894117936,0.6914298698192665,2008.5762902055478,1445.569,0.7196983140623601
N19_random_year,19,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,24.024721887563885,0.7433103140325782,2008.5762902055478,1920.9746,0.9563861819649464
N20_random_year,20,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,26.443887832507986,0.7174629827037513,2008.5762902055478,1586.6538,0.7899395289742167
N21_random_year,21,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,23.857057493320966,0.7451017071195638,2008.5762902055478,2010.1786,1.0007977285550234
N1_random_year,1,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,15.092126876744093,0.8387497126209292,2008.5762902055478,1659.657,0.8262852601192628
N2_random_year,2,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.947815750188388,0.8937135791653256,2008.5762902055478,1868.538,0.9302798071344208
N3_random_year,3,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,10.065515160142727,0.8924560318471454,2008.5762902055478,1801.8558,0.8970811035395346
N4_random_year,4,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,10.152369302494446,0.8915280476386467,2008.5762902055478,1847.0151,0.9195643430251462
N5_random_year,5,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,10.642293911435527,0.8862934982188719,2008.5762902055478,1724.942,0.8587883990331482
N6_random_year,6,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.50384610371003,0.8984571274847168,2008.5762902055478,1811.724,0.9019941178525186
N7_random_year,7,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,10.120768204042104,0.8918656863458051,2008.5762902055478,2136.2788,1.0635786248254149
N8_random_year,8,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.952739907657051,0.9043453653199596,2008.5762902055478,2113.515,1.0522452659051542
N9_random_year,9,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.906111130911972,0.8941591679082693,2008.5762902055476,1780.493,0.8864453148602988
N10_random_year,10,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.24705004383157,0.9118852365569092,2008.5762902055478,1842.8804,0.9175057875970241
N11_random_year,11,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,6.816289095282869,0.9271720557049604,2008.5762902055478,2033.6091,1.0124629772719589
N12_random_year,12,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.45773768012735,0.9203185638485902,2008.5762902055478,2184.0051,1.0873398922425916
N13_random_year,13,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.135162729435269,0.9237650829459442,2008.5762902055478,1919.5277,0.9556658212691053
N14_random_year,14,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.235136167384784,0.9226969269642665,2008.5762902055478,1966.3232,0.9789636827716791
N15_random_year,15,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.244638425162824,0.9012266054382189,2008.5762902055476,1793.7427,0.8930418448769438
N16_random_year,16,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.505556114166465,0.9198076526765734,2008.5762902055478,1968.2339,0.9799149259684483
N17_random_year,17,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.089075944180211,0.9242574924934817,2008.5762902055478,1930.8151,0.961285400455948
N18_random_year,18,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.130346539864366,0.9131321432193396,2008.5762902055478,1809.7906,0.9010315705901604
N19_random_year,19,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.437957208416642,0.9205299062772548,2008.5762902055478,2044.9985,1.018133363979406
N20_random_year,20,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.233766004029775,0.9227115663346187,2008.5762902055478,1918.1636,0.9549866657155723
N21_random_year,21,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.908173205104228,0.9155059315111173,2008.5762902055478,1863.7168,0.927879516433143
N1_random_year,1,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,40.6204767886352,0.5659946666804474,2008.5762902055478,1183.6445,0.5892952819476285
N2_random_year,2,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,31.407381543821607,0.6644310413551242,2008.5762902055478,2394.3484,1.1920624575464092
N3_random_year,3,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,24.750040904415393,0.7355607171159877,2008.5762902055478,1719.9661,0.8563110462073174
N4_random_year,4,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,28.655036516634492,0.6938381905412451,2008.5762902055478,1936.6383,0.9641845894067964
N5_random_year,5,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,36.38678830967195,0.6112290786014241,2008.5762902055478,1327.824,0.6610771923796293
N6_random_year,6,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,32.2064471954666,0.6558935060551098,2008.5762902055478,1398.902,0.6964644481569111
N7_random_year,7,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,27.45666660015382,0.7066420514547593,2008.5762902055478,1944.9626,0.9683289880342744
N8_random_year,8,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,24.446997259168516,0.7387985559761789,2008.5762902055478,1848.9165,0.9205109673564059
N9_random_year,9,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,27.09204248069855,0.7105378405988398,2008.5762902055476,1931.1057,0.9614301046503966
N10_random_year,10,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,25.092957799182035,0.7318968565958732,2008.5762902055478,2009.8083,1.0006133993564672
N11_random_year,11,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,22.6752415375205,0.7577286989318078,2008.5762902055478,1835.1617,0.9136629522676787
N12_random_year,12,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,24.023057885723702,0.7433280928901984,2008.5762902055478,1820.5508,0.9063886645120628
N13_random_year,13,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,22.869505767020204,0.7556531026232073,2008.5762902055478,2072.5876,1.0318690191609683
N14_random_year,14,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,23.070718224015746,0.7535032686879535,2008.5762902055478,1891.0975,0.9415114294643804
N15_random_year,15,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,25.30138245237884,0.7296699646873075,2008.5762902055476,1697.1404,0.8449469353666911
N16_random_year,16,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,24.508200220286803,0.7381446391923238,2008.5762902055478,1952.0806,0.9718727518218806
N17_random_year,17,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,23.794056066928707,0.7457748394218568,2008.5762902055478,1910.2654,0.9510544310287999
N18_random_year,18,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,23.38274935034977,0.7501694040045,2008.5762902055478,1891.2745,0.9415995525563376
N19_random_year,19,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,22.74721065132837,0.7569597522897134,2008.5762902055478,1980.1765,0.9858607429191716
N20_random_year,20,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,24.55776739888493,0.737615043737767,2008.5762902055478,1817.7095,0.9049740761752368
N21_random_year,21,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,23.66474514647118,0.7471564487374505,2008.5762902055478,1896.8765,0.9443885572549664
N1_random_year,1,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,19.526667638281154,0.7913693150115023,2008.5762902055478,1484.8428,0.7392513695785727
N2_random_year,2,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.688874788001145,0.9071646052270527,2008.5762902055478,1605.3865,0.7992658692815137
N3_random_year,3,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,5.947317330018079,0.9364564957323739,2008.5762902055478,1805.73,0.899009905311568
N4_random_year,4,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,11.902863859175259,0.8728250674274721,2008.5762902055478,1570.2085,0.7817519821131925
N5_random_year,5,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,11.672230936678908,0.8752892413199483,2008.5762902055478,1484.5791,0.7391200965588295
N6_random_year,6,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,4.2406724759637715,0.9546909682767526,2008.5762902055478,1880.8655,0.9364172462292415
N7_random_year,7,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,5.267802567925945,0.943716701769637,2008.5762902055478,2050.0852,1.0206658393186196
N8_random_year,8,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,5.3278260871528795,0.9430753866121451,2008.5762902055478,1802.5254,0.8974144519253179
N9_random_year,9,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,4.626553371278202,0.9505680632831941,2008.5762902055476,2028.5332,1.0099358500928088
N10_random_year,10,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,6.213403912504529,0.933613520832675,2008.5762902055478,1765.2085,0.8788356731588758
N11_random_year,11,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,3.800697066530933,0.9593918405785944,2008.5762902055478,1897.1538,0.9445266370238815
N12_random_year,12,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,2.9993976009504877,0.967953242835333,2008.5762902055478,1977.9976,0.9847759172699043
N13_random_year,13,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,4.082540365146931,0.956380514655558,2008.5762902055478,1963.8365,0.9777256444914986
N14_random_year,14,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.181508041577932,0.9232699111942945,2008.5762902055478,1679.4774,0.8361531624075469
N15_random_year,15,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.082009036898556,0.9243329981421788,2008.5762902055476,1786.2612,0.8893170944908212
N16_random_year,16,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,6.484874040168135,0.9307130259946649,2008.5762902055478,1717.0306,0.8548496006953886
N17_random_year,17,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,6.432819550212055,0.9312691968732522,2008.5762902055478,1706.9353,0.8498234849519685
N18_random_year,18,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,4.362293160211471,0.9533915245040925,2008.5762902055478,1910.3723,0.9511076695312514
N19_random_year,19,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,4.058075023438616,0.9566419120989741,2008.5762902055478,1937.5483,0.9646376636485492
N20_random_year,20,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,4.1742537083846845,0.9554006128117448,2008.5762902055478,1904.3804,0.9481244901575857
N21_random_year,21,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,3.4742259737702352,0.9628799876077412,2008.5762902055478,1911.6704,0.9517539460553022
N1_random_year,1,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.9275787533776323,0.9134695136893151,599.4481894919741,638.3209,1.064847528178428
N2_random_year,2,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,2.668220943766102,0.8802215186052099,599.4481894919741,552.7389,0.9220795079387976
N3_random_year,3,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,2.2383422812097495,0.8995191009532244,599.4481894919741,728.75946,1.215717176603427
N4_random_year,4,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,2.0529304103580017,0.9078423818176055,599.4481894919741,618.9408,1.032517583250995
N5_random_year,5,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,2.0659222520395555,0.9072591680958282,599.4481894919741,619.82697,1.0339958918840475
N6_random_year,6,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.9940580668699799,0.9104852063991391,599.4481894919741,635.3584,1.0599054423301528
N7_random_year,7,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.9041854478114686,0.9145196570899453,599.4481894919742,658.3949,1.0983349503798152
N8_random_year,8,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.8155775095581583,0.9184973352909583,599.4481894919741,620.4542,1.0350422847363019
N9_random_year,9,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,2.6058980290701865,0.883019241970591,599.4481894919742,593.54407,0.9901507382745365
N10_random_year,10,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,2.161535765855169,0.9029670042432016,599.4481894919741,708.405,1.181761896548959
N11_random_year,11,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.7826467133545105,0.9199756239497779,599.4481894919741,657.9804,1.097643498218712
N12_random_year,12,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.9369027498450728,0.9130509523479053,599.4481894919741,669.0059,1.116036268250525
N13_random_year,13,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,2.027387224787911,0.9089890349779141,599.4481894919741,678.8605,1.1324756426541875
N14_random_year,14,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,2.070679810568986,0.9070455976502722,599.4481894919741,648.4823,1.081798746200684
N15_random_year,15,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.7889650983611998,0.9196919868084321,599.4481894919741,599.1497,0.9995020916587541
N16_random_year,16,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,2.0553787496405858,0.9077324739923588,599.4481894919741,709.4962,1.1835822148726531
N17_random_year,17,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.8637410538528794,0.9163352369056313,599.4481894919741,629.0536,1.0493877534275375
N18_random_year,18,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.8967092134870904,0.9148552709738023,599.4481894919741,691.4485,1.153474976568234
N19_random_year,19,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.886641059283147,0.9153072381258532,599.4481894919741,660.516,1.1018733608499474
N20_random_year,20,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,2.036883859729773,0.908562723763187,599.4481894919741,714.7173,1.1922920073575753
N21_random_year,21,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.7494276472119525,0.9214668532669021,599.4481894919741,629.1966,1.049626315114103
N1_random_year,1,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,10.187908229010677,0.542656998060294,599.4481894919741,910.558,1.518993633411631
N2_random_year,2,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,6.324829898948285,0.7160735425054068,599.4481894919741,713.9957,1.1910883043022722
N3_random_year,3,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.407662974852744,0.6225735707682292,599.4481894919741,763.01666,1.2728650715323784
N4_random_year,4,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.276476458968943,0.6284626339242423,599.4481894919741,728.69495,1.2156095540243832
