mlp_type,training_size,predictors,nodes,activation,dropout,optimizer,learning_rate,epochs,MSE,R^2,observed_total_runoff,predicted_total_runoff,proportion_runoff_predicted
N18_random_year,18,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.9576987534970767,0.8134594558406366,291.4553639226843,299.8584,1.0288312913570012
N19_random_year,19,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.9500907433190474,0.8149413439118043,291.4553639226843,285.57742,0.9798324493058895
N20_random_year,20,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.058273657575993,0.7938694780243878,291.4553639226843,234.1359,0.8033336275722169
N21_random_year,21,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.9909606233354745,0.8069807094950284,291.4553639226843,279.9999,0.9606956779891088
N1_random_year,1,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.7299926516455817,0.8578120458306318,291.4553639226843,254.84134,0.8743751896737473
N2_random_year,2,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.5579640292260594,0.8913197774841859,291.4553639226843,291.68314,1.0007814989594916
N3_random_year,3,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.48882966495420643,0.9047857675821072,291.4553639226843,273.02405,0.9367611018611717
N4_random_year,4,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.4778038070138845,0.9069333839724398,291.4553639226843,270.75488,0.9289754670095021
N5_random_year,5,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.6481684172108825,0.8737497685864949,291.4553639226843,257.8943,0.884850028623209
N6_random_year,6,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.6869702038321629,0.8661919573600952,291.4553639226843,238.67249,0.8188989289450039
N7_random_year,7,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.1775105170754254,0.7706445249024816,291.45536392268434,202.34288,0.6942499788842447
N8_random_year,8,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.774749687886335,0.8490942712017897,291.4553639226843,227.49615,0.7805523004390655
N9_random_year,9,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.502025915746101,0.90221540211531,291.4553639226843,279.95523,0.9605423861307135
N10_random_year,10,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.5859506016657348,0.8858685534609854,291.4553639226843,236.59636,0.8117756217233069
N11_random_year,11,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.654873897425837,0.8724436752835852,291.4553639226843,275.1426,0.9440300049360782
N12_random_year,12,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.4801407189076599,0.906478200320247,291.4553639226843,317.1491,1.0881567064617494
N13_random_year,13,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.6764929445421429,0.8682327177162327,291.4553639226843,266.25507,0.9135363382387413
N14_random_year,14,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.6541752901819007,0.8725797499886652,291.4553639226843,261.0467,0.8956661094896861
N15_random_year,15,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.5812896767220237,0.8867764083288245,291.45536392268434,268.7295,0.9220262360955795
N16_random_year,16,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.49405919245899965,0.9037671603187288,291.4553639226843,301.28317,1.0337197729095309
N17_random_year,17,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.7708311526853137,0.8498575234103125,291.4553639226843,245.73575,0.8431333875063047
N18_random_year,18,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.5910251354199475,0.8848801358772626,291.4553639226843,253.3806,0.8693633102693604
N19_random_year,19,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.5508950914828911,0.8926966650372126,291.4553639226843,261.4428,0.8970252135347486
N20_random_year,20,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.7676127126226573,0.850484411101708,291.4553639226843,238.63577,0.8187729657580848
N21_random_year,21,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.4905432040907792,0.9044520044631645,291.4553639226843,298.8016,1.025205373485162
N1_random_year,1,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.9460078470541258,0.6209566302531728,291.4553639226843,185.35083,0.635949284252301
N2_random_year,2,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.6929468004456265,0.670247855878676,291.4553639226843,344.18735,1.1809264471228382
N3_random_year,3,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.3319333851156365,0.7405660417367848,291.4553639226843,236.32635,0.8108492216432844
N4_random_year,4,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.752432468772049,0.6586612385851116,291.4553639226843,183.66162,0.6301535117482716
N5_random_year,5,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.390742983449705,0.7291111093428855,291.4553639226843,240.62717,0.8256055524573539
N6_random_year,6,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.8939029309548256,0.6311056247747273,291.4553639226843,205.53497,0.7052022319241119
N7_random_year,7,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.7003373156215982,0.6688083314796833,291.45536392268434,194.3525,0.6668345048461334
N8_random_year,8,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.507720572569936,0.7063262168605074,291.4553639226843,249.49753,0.8560402688020429
N9_random_year,9,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.3673992101552463,0.733658009040917,291.4553639226843,227.24426,0.7796880442920743
N10_random_year,10,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.1127508642071082,0.7832584088002267,291.4553639226843,305.48517,1.0481370606652094
N11_random_year,11,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.2550541465337892,0.755540578298776,291.4553639226843,247.1525,0.8479943309722511
N12_random_year,12,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.536509561816289,0.7007186981076607,291.4553639226843,267.55264,0.9179883987080799
N13_random_year,13,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.201580855294082,0.7659561049029646,291.4553639226843,288.9278,0.9913277680722372
N14_random_year,14,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.5091419381539042,0.7060493633003304,291.4553639226843,292.65652,1.004121251087482
N15_random_year,15,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.3597496445757016,0.7351479912723655,291.45536392268434,317.61813,1.0897659568522398
