mlp_type,training_size,predictors,nodes,activation,dropout,optimizer,learning_rate,epochs,MSE,R^2,observed_total_runoff,predicted_total_runoff,proportion_runoff_predicted
N7_random_year,7,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.355550634489699,0.9289828706054757,2795.382704987612,2922.7163,1.0455514028111232
N8_random_year,8,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,16.29848313707386,0.9193711536846813,2795.382704987612,3065.8086,1.096740202434495
N9_random_year,9,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.376982668195865,0.9338238613590217,2795.382704987612,2784.4614,0.9960931005307874
N10_random_year,10,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.484631208102401,0.933291322379339,2795.382704987612,2856.355,1.0218117810389071
N11_random_year,11,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.519653185004856,0.9331180681218981,2795.382704987612,2635.911,0.942951705313479
N12_random_year,12,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.469420444747577,0.9284195549058476,2795.382704987612,2539.2415,0.9083698809996672
N13_random_year,13,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.952353595575136,0.9260304771940651,2795.382704987612,2937.7788,1.0509397526685953
N14_random_year,14,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.68813313458043,0.9322845952246172,2795.382704987612,2717.1714,0.9720212484217939
N15_random_year,15,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.83439484361527,0.9315610363044156,2795.382704987612,2605.386,0.9320319474251275
N16_random_year,16,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.787196757180782,0.9268475106093116,2795.382704987612,2529.1023,0.9047427711452063
N17_random_year,17,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.075438780054666,0.9353156036033632,2795.382704987612,2864.4575,1.0247103247867966
N18_random_year,18,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.784708518718215,0.9318068353165325,2795.382704987612,2640.7097,0.9446684033943672
N19_random_year,19,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,12.660190159343697,0.9373698449054751,2795.382704987612,2968.3894,1.0618901658798199
N20_random_year,20,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.029078167532951,0.9355449502652985,2795.382704987612,2890.35,1.033972948497962
N21_random_year,21,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,12.780471852637335,0.9367748095220253,2795.382704987612,2840.5063,1.0161422057123437
N1_random_year,1,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,35.00215655066256,0.8268437941437304,2795.382704987612,2277.4531,0.8147196163646911
N2_random_year,2,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,23.244999223943644,0.8850066319506871,2795.382704987612,2828.1108,1.0117079263593294
N3_random_year,3,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,26.94522725395059,0.8667015470753697,2795.382704987612,2998.0994,1.0725183925210202
N4_random_year,4,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,25.108195777414068,0.8757893699943716,2795.382704987612,2779.4814,0.9943115983200652
N5_random_year,5,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,26.32548976891735,0.8697673979288718,2795.382704987612,2711.321,0.9699283894417206
N6_random_year,6,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,25.069777199027417,0.875979427291504,2795.382704987612,3303.402,1.1817351855670202
N7_random_year,7,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,26.910731779080173,0.8668721967191746,2795.382704987612,3133.1,1.1208125785661016
N8_random_year,8,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,28.885739091902565,0.8571018052196759,2795.382704987612,3387.2917,1.2117452619289515
N9_random_year,9,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,27.334390395799524,0.8647763510376876,2795.382704987612,3290.645,1.1771715599656443
N10_random_year,10,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,29.92151843887555,0.8519777888875243,2795.382704987612,3219.0547,1.1515613521384598
N11_random_year,11,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,24.709635052534622,0.8777610560195901,2795.382704987612,3164.7114,1.1321209865592534
N12_random_year,12,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,30.486788124676078,0.8491813910730892,2795.382704987612,2494.7075,0.8924386328498464
N13_random_year,13,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,31.200499541627206,0.8456506497355754,2795.382704987612,2560.8428,0.916097380465423
N14_random_year,14,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,29.20777851299956,0.8555086712591272,2795.382704987612,3358.3445,1.201389876395031
N15_random_year,15,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,25.023780804424405,0.8762069721618037,2795.382704987612,3067.4546,1.0973290291775428
N16_random_year,16,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,26.204210663248205,0.8703673675266569,2795.382704987612,3098.2039,1.1083290498628182
N17_random_year,17,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,28.39121445751943,0.8595482261785761,2795.382704987612,3125.8564,1.11822128674376
N18_random_year,18,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,26.399503121556073,0.8694012527370156,2795.382704987612,3180.4526,1.1377521335608478
N19_random_year,19,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,23.239430808769807,0.8850341789860457,2795.382704987612,2900.9236,1.0377554310572408
N20_random_year,20,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,24.14630830892615,0.8805478420691704,2795.382704987612,2931.3076,1.0486247954376215
N21_random_year,21,x_t2m_ts,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,24.86493649152204,0.8769927774165229,2795.382704987612,3086.8904,1.1042818485467645
N1_random_year,1,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,20.147161138020653,0.9003316845239211,2795.382704987612,2730.2412,0.9766967528510909
N2_random_year,2,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,12.86907250989097,0.9363365007102753,2795.382704987612,2838.3481,1.0153701457288755
N3_random_year,3,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,18.78362884471998,0.9070770997136596,2795.382704987612,2443.0745,0.8739677964421875
N4_random_year,4,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.798560677623916,0.931738308473749,2795.382704987612,2509.3452,0.8976750161494865
N5_random_year,5,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,24.25727136116882,0.879998906146072,2795.382704987612,2279.435,0.8154286189603692
N6_random_year,6,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.155813291494567,0.9349179896612525,2795.382704987612,2871.3896,1.0271901744667282
N7_random_year,7,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.884617102434124,0.931312586018959,2795.382704987612,2857.7083,1.0222958905964143
N8_random_year,8,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,12.62972248619327,0.9375205689523309,2795.382704987612,2776.7263,0.9933259991217124
N9_random_year,9,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.514421336348228,0.9281969348041851,2795.382704987612,2767.5205,0.9900327790089709
N10_random_year,10,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,15.057355218131258,0.9255110325551539,2795.382704987612,2602.3198,0.930935080758569
N11_random_year,11,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.880148192299389,0.9313346937860083,2795.382704987612,2592.9324,0.927576881841789
N12_random_year,12,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.517587326153224,0.9281812726040113,2795.382704987612,2637.7437,0.9436073449397117
N13_random_year,13,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.427134819456658,0.9335757578967313,2795.382704987612,2707.395,0.9685239215012056
N14_random_year,14,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,12.335741192041887,0.9389748989280937,2795.382704987612,2739.4666,0.9799969599320086
N15_random_year,15,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.070251298357737,0.935341266154963,2795.382704987612,2807.2356,1.004240167435523
N16_random_year,16,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,12.854230476116822,0.9364099244792308,2795.382704987612,2831.2422,1.0128281120321758
N17_random_year,17,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,15.274780515698025,0.9244354262698857,2795.382704987612,2510.0505,0.8979273330377489
N18_random_year,18,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.375110451889425,0.9288861078884907,2795.382704987612,2707.5227,0.9685695988056574
N19_random_year,19,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,12.446073962702224,0.9384290810176601,2795.382704987612,2819.2058,1.0085223055565011
N20_random_year,20,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.127955501694968,0.9350558025751013,2795.382704987612,2774.1199,0.9923935882186008
N21_random_year,21,x_t2m_ts_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.640713105812514,0.932519182834988,2795.382704987612,2605.7483,0.9321615556847958
N1_random_year,1,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,25.923439389478173,0.871756347328775,2795.382704987612,2379.6208,0.8512683595572007
N2_random_year,2,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,12.747964950946777,0.9369356216637782,2795.382704987612,2619.9045,0.937225710218893
N3_random_year,3,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,12.604787181946488,0.9376439242852801,2795.382704987612,2900.2053,1.0374984853025615
N4_random_year,4,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,12.229163270281399,0.9395021415433703,2795.382704987612,2718.2698,0.972414178044602
N5_random_year,5,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.508069489188312,0.9282283574896073,2795.382704987612,3002.236,1.0739982323807358
N6_random_year,6,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.470264898444096,0.9284153773804458,2795.382704987612,3110.6929,1.112796779325976
N7_random_year,7,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.818529253945314,0.9316395236201026,2795.382704987612,2919.403,1.044366150997136
N8_random_year,8,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,16.00007532979859,0.9208473816888296,2795.382704987612,2565.2527,0.9176749505425029
N9_random_year,9,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.399000205177051,0.9287679249121892,2795.382704987612,3135.2961,1.1215981758004112
N10_random_year,10,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,15.386167721201195,0.9238843920540956,2795.382704987612,2806.2827,1.0038992907256274
N11_random_year,11,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,16.792898603450354,0.9169252727815861,2795.382704987612,3066.3408,1.096930597317296
N12_random_year,12,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,16.04018018803902,0.9206489823393705,2795.382704987612,3023.3218,1.0815412758866403
N13_random_year,13,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.09311889377159,0.930281124456013,2795.382704987612,3026.8179,1.0827919431901771
N14_random_year,14,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.744380477144503,0.9270593234040242,2795.382704987612,3063.3809,1.0958717222901955
N15_random_year,15,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,12.964091328604091,0.9358664411552449,2795.382704987612,2867.4482,1.0257802042887745
N16_random_year,16,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.930831622462549,0.9261369467254873,2795.382704987612,3025.8267,1.0824373545552357
N17_random_year,17,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,16.387134123847023,0.9189325958920254,2795.382704987612,3104.043,1.1104178913361902
N18_random_year,18,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,13.190542954655578,0.9347461814843785,2795.382704987612,2952.17,1.056087925495011
N19_random_year,19,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.037577808579794,0.9305558870571982,2795.382704987612,3128.409,1.1191343961472848
N20_random_year,20,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,19.13702632190921,0.9053288369681715,2795.382704987612,3294.7146,1.1786273821222542
N21_random_year,21,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.153446304684836,0.9299826838279976,2795.382704987612,2881.1174,1.0306701213039782
N1_random_year,1,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,22.201710925881773,0.890167795179163,2795.382704987612,2465.434,0.8819665649473837
N2_random_year,2,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,15.456565090105434,0.9235361351892912,2795.382704987612,2312.827,0.8273739764398823
N3_random_year,3,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.783573692539688,0.9516005107324361,2795.382704987612,2703.399,0.9670943878123587
N4_random_year,4,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.399251089561576,0.9535017605500058,2795.382704987612,2630.1816,0.9409021655360981
N5_random_year,5,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.952637265586142,0.9606581813475716,2795.382704987612,2807.5544,1.0043542296909993
N6_random_year,6,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,6.863888106247415,0.9660442401547604,2795.382704987612,2699.5457,0.9657159463283
N7_random_year,7,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,10.685795252785898,0.9471372068217803,2795.382704987612,2473.158,0.8847296488497574
N8_random_year,8,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.909132805925972,0.9608733985774494,2795.382704987612,2551.2104,0.9126515824351341
N9_random_year,9,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,6.995752453282722,0.9653919052054181,2795.382704987612,2724.343,0.974586775798986
N10_random_year,10,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,6.479213836788154,0.9679472296718117,2795.382704987612,2806.8787,1.0041124805921033
N11_random_year,11,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.80332616200956,0.9613968256693897,2795.382704987612,2507.275,0.8969343975228111
N12_random_year,12,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.64680168863915,0.9522771239356397,2795.382704987612,2542.185,0.9094229044409201
N13_random_year,13,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,6.387103397135207,0.9684029014309781,2795.382704987612,2852.6704,1.0204936894924703
N14_random_year,14,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,6.58326126913341,0.9674325054265237,2795.382704987612,2585.815,0.9250307433012859
N15_random_year,15,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,5.649731164533986,0.9720506931867856,2795.382704987612,2749.6487,0.9836394411164571
N16_random_year,16,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,12.785255029334893,0.9367511470734647,2795.382704987612,2405.4524,0.8605091489928156
N17_random_year,17,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,6.962320227523849,0.9655572949395437,2795.382704987612,2992.698,1.0705861464718969
N18_random_year,18,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,5.584809298868511,0.9723718626530005,2795.382704987612,2908.2158,1.0403641029629207
N19_random_year,19,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,5.562210265151929,0.9724836604197672,2795.382704987612,2911.2524,1.0414504018401127
N20_random_year,20,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,5.504541061291225,0.9727689508566811,2795.382704987612,2695.183,0.9641553196490474
N21_random_year,21,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,6.27626980988175,0.9689511968887871,2795.382704987612,2861.583,1.0236820177454669
N1_random_year,1,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.936699013516453,0.9661660966770442,3266.2688709196173,3021.4045,0.9250324025422161
N2_random_year,2,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.249796209960932,0.9649807260766503,3266.2688709196173,3053.999,0.9350115205236142
N3_random_year,3,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.603881721657883,0.9636401757288435,3266.2688709196173,3142.338,0.9620573243684851
N4_random_year,4,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,18.206003629251274,0.9310729648880619,3266.2688709196173,2834.77,0.8678924275860735
N5_random_year,5,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.178136479969437,0.9652520262930965,3266.2688709196173,3051.4026,0.9342165965141453
N6_random_year,6,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,26.276899474184905,0.9005169498164878,3266.2688709196173,2611.2227,0.7994512269024597
N7_random_year,7,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,14.724657799105888,0.9442531691304522,3266.2688709196173,2812.0146,0.8609256492855035
N8_random_year,8,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.0765979175748,0.9656364463007991,3266.2688709196173,2964.0747,0.90748031597188
N9_random_year,9,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,10.225409077182778,0.9612871037021817,3266.2688709196173,3042.0344,0.9313484419216355
N10_random_year,10,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.771600844186404,0.9667911502333362,3266.2688709196173,3059.6316,0.9367359861392661
N11_random_year,11,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.51208747929927,0.9639877042197179,3266.2688709196173,3170.7239,0.9707479703164817
N12_random_year,12,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.989092663183348,0.9659677368939872,3266.2688709196173,3144.5076,0.9627215923207325
N13_random_year,13,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,18.690592676780145,0.9292383345664346,3266.2688709196173,2915.1104,0.8924894020564055
N14_random_year,14,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,7.747852065269374,0.9706670128041227,3266.2688709196173,3052.8145,0.9346488527949877
N15_random_year,15,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,10.005285164760018,0.9621204820179019,3266.2688709196173,3001.8394,0.9190423305915972
N16_random_year,16,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,12.505947358003327,0.952653097834816,3266.2688709196173,2927.813,0.8963784379015084
N17_random_year,17,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,8.753604586006254,0.9668592831824846,3266.2688709196173,3067.7334,0.9392164330837162
N18_random_year,18,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,10.49493302724009,0.9602666992714554,3266.2688709196173,2968.8838,0.9089526632345523
N19_random_year,19,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,11.280209688003797,0.9572936804216688,3266.2688709196173,2975.3364,0.9109282007587896
N20_random_year,20,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.452539267688579,0.9642131508227246,3266.2688709196173,3171.523,0.9709926140666455
N21_random_year,21,x_seb,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,9.622505044795597,0.9635696687425793,3266.2688709196173,3108.229,0.9516145567744179
N1_random_year,1,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,38.5443383434755,0.8540730290694546,3266.2688709196173,3361.4912,1.0291532460372967
N2_random_year,2,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,36.887395616535755,0.8603461328128126,3266.2688709196173,2813.248,0.8613032662197618
N3_random_year,3,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,37.88588105889801,0.8565659159928024,3266.2688709196173,2895.1638,0.8863825768098026
N4_random_year,4,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,39.47019943129734,0.8505677644870319,3266.2688709196173,2977.9485,0.9117279085140606
N5_random_year,5,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,37.82567876797201,0.856793838907956,3266.2688709196173,2731.4067,0.8362467531683094
N6_random_year,6,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,43.045845795086905,0.8370305430581173,3266.2688709196173,2691.2134,0.8239411650604683
N7_random_year,7,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,42.568938110322975,0.8388360921177727,3266.2688709196173,2737.4067,0.8380837115563403
N8_random_year,8,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,40.108847315234534,0.8481498749810902,3266.2688709196173,3028.0486,0.9270665409525299
N9_random_year,9,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,36.54805408594411,0.8616308631726621,3266.2688709196173,2934.4812,0.8984199761686099
N10_random_year,10,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,36.732395185791354,0.8609329568270141,3266.2688709196173,2749.764,0.8418669817715985
N11_random_year,11,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,36.6374717673429,0.8612923322247994,3266.2688709196173,3070.4792,0.9400571016624183
N12_random_year,12,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,37.67694335935806,0.8573569438562298,3266.2688709196173,2866.337,0.8775569395349513
N13_random_year,13,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,35.691230424916036,0.8648747554496873,3266.2688709196173,3352.8677,1.0265130668306712
N14_random_year,14,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,32.25906366591874,0.8778687701453309,3266.2688709196173,2943.5361,0.901192231606992
N15_random_year,15,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,36.042156487195285,0.8635461666221231,3266.2688709196173,2761.2266,0.8453763825396827
N16_random_year,16,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,31.44153676527499,0.8809638868185524,3266.2688709196173,3520.022,1.0776889814539943
N17_random_year,17,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,32.163406263681,0.8782309243696751,3266.2688709196173,3197.8484,0.9790524035369818
N18_random_year,18,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,35.924826106479536,0.8639903736779921,3266.2688709196173,3173.5774,0.9716216018936019
N19_random_year,19,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,34.55954361384715,0.8691592661062124,3266.2688709196173,3162.0637,0.9680965792056325
N20_random_year,20,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,36.959123953595515,0.8600745728533773,3266.2688709196173,2898.6448,0.8874483056792909
N21_random_year,21,x_t2m,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,39.38006869301413,0.85090899503322,3266.2688709196173,2714.5273,0.8310789622734657
N1_random_year,1,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,48.56867492964333,0.8161213833420781,3266.2688709196173,2713.1577,0.8306596370554947
N2_random_year,2,x_t2m_al2,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,28.863614385745105,0.8907237742704157,3266.2688709196173,2884.7026,0.8831797842492258
