t2m,ts,al2,swd,date,dailyQ,time,runoff
3.947209,-0.93918043,0.584251,318.263,2021-07-07,8789.0342112,2021-07-07,0.039699883828717954
1.4220711,-0.9067673,0.53323334,301.63623,2021-07-08,11931.8051808,2021-07-08,0.05389571461003338
2.963135,-0.94416267,0.5182397,333.84088,2021-07-09,14701.472006400001,2021-07-09,0.06640624177130625
3.7360134,-0.8610276,0.5242557,337.10056,2021-07-10,22792.6669824,2021-07-10,0.10295400036045493
4.152268,-0.9639135,0.5293018,330.84003,2021-07-11,25813.0455264,2021-07-11,0.11659698711351034
4.7716494,-0.54467815,0.52087295,267.72208,2021-07-12,46151.6759424,2021-07-12,0.208466155596379
3.771894,0.06738575,0.49825397,149.60356,2021-07-13,82007.441712,2021-07-13,0.37042590014133625
2.1167927,-0.12947723,0.53608495,168.50038,2021-07-14,66839.7989376,2021-07-14,0.30191397475460385
0.6255242,-0.60148555,0.5739301,163.76527,2021-07-15,41111.977248,2021-07-15,0.18570194193062012
0.37345806,-0.57164365,0.6255646,151.57706,2021-07-16,14663.005603200001,2021-07-16,0.06623248983205421
0.4774228,-0.5335215,0.65167046,185.89787,2021-07-17,9438.5841408,2021-07-17,0.042633887284206966
1.4156686,-0.63043684,0.63625634,289.5184,2021-07-18,9890.4884544,2021-07-18,0.04467512962329749
3.1697857,-1.1918061,0.6224994,287.00528,2021-07-19,9280.8438336,2021-07-19,0.04192137761358057
3.206229,-0.013002192,0.55827886,182.32771,2021-07-20,18193.6946016,2021-07-20,0.0821805382414226
2.4977815,-0.003375973,0.5281661,162.7487,2021-07-21,39984.2568,2021-07-21,0.1806080522379599
2.2762992,0.06368573,0.54063547,154.66626,2021-07-22,164029.381344,2021-07-22,0.7409172870842855
4.345182,0.0044372934,0.54731965,229.69455,2021-07-23,176236.43800320002,2021-07-23,0.7960563068691057
4.859032,-0.63178647,0.5416461,304.77362,2021-07-24,147026.4711552,2021-07-24,0.6641154971463984
3.5739055,-0.3233315,0.5467615,303.1939,2021-07-25,113352.69003839999,2021-07-25,0.5120117316715668
4.323555,-0.20703228,0.5116195,184.57426,2021-07-26,119000.1189024,2021-07-26,0.537521049810987
4.5007706,0.2812374,0.4877242,198.15024,2021-07-27,1513368.9898559998,2021-07-27,6.835856095622639
4.351868,0.26426739,0.4892753,183.3872,2021-07-28,1798658.027136,2021-07-28,8.124500714071157
2.921533,0.1813154,0.49302074,131.96756,2021-07-29,1879154.7540479999,2021-07-29,8.488102747036974
4.2006097,0.18979812,0.48925832,87.1413,2021-07-30,1063019.731104,2021-07-30,4.801637906777682
4.024617,0.16419503,0.48582736,199.39233,2021-07-31,849427.3017504,2021-07-31,3.8368453677719865
4.492936,-0.08210616,0.4870762,170.45232,2021-08-01,594646.9555968,2021-08-01,2.6860078694665313
5.971186,0.026997421,0.4851002,195.06004,2021-08-02,612893.0071296,2021-08-02,2.7684249028718506
4.2345924,0.1993828,0.48527718,171.84647,2021-08-03,1115880.59376,2021-08-03,5.04040931852788
5.1589723,-0.04076567,0.4867708,254.1263,2021-08-04,510296.152608,2021-08-04,2.3049970554174615
5.558181,-0.09895534,0.48669133,265.3934,2021-08-05,453759.44057280006,2021-08-05,2.049621908851879
5.165521,-0.12944867,0.48620906,223.14891,2021-08-06,524155.304448,2021-08-06,2.367598554602824
4.5178924,0.38231897,0.47917095,174.52127,2021-08-07,736592.6345759999,2021-08-07,3.3271735345496953
4.180837,-0.3729938,0.4945088,255.0153,2021-08-08,480946.87258559995,2021-08-08,2.172426970997832
2.7382321,0.045965705,0.49568716,215.28922,2021-08-09,554781.8248704,2021-08-09,2.5059379072131187
3.9029503,0.2541628,0.49538282,71.404816,2021-08-10,203911.9067232,2021-08-10,0.9210658206208225
3.7825882,0.383668,0.48502132,181.15808,2021-08-11,1396385.4392640002,2021-08-11,6.307443842720595
3.195917,0.25300002,0.52621603,193.64291,2021-08-12,454639.25903039996,2021-08-12,2.053596030435405
3.4249053,-0.99246216,0.52618706,228.9058,2021-08-13,206525.95894080002,2021-08-13,0.9328734398503256
3.2247207,0.26217416,0.49399552,65.53573,2021-08-14,790189.0785792,2021-08-14,3.5692675518705035
1.8061932,0.015014512,0.52955425,56.43591,2021-08-15,461769.48408960004,2021-08-15,2.0858031079960018
2.692186,0.14953026,0.5237688,67.13274,2021-08-16,484081.0505568,2021-08-16,2.1865839873849806
2.6614196,0.24341634,0.49913746,85.94001,2021-08-17,485305.2587232,2021-08-17,2.1921137100849237
1.889061,-0.8269542,0.503758,151.10683,2021-08-18,141965.2287936,2021-08-18,0.6412539711861903
1.8896528,-1.0067878,0.50629103,178.76033,2021-08-19,114125.75274239999,2021-08-19,0.5155036397474285
3.2130415,-1.2927815,0.5041379,159.73996,2021-08-20,58072.9078368,2021-08-20,0.2623141108927402
2.338331,0.087143354,0.4862196,94.81919,2021-08-21,123461.83987200001,2021-08-21,0.5576745501743781
0.075941086,-2.385198,0.5003497,193.51521,2021-08-22,49669.695504,2021-08-22,0.224356976424531
1.8825773,-2.3517537,0.5011787,189.93971,2021-08-23,24642.223488,2021-08-23,0.11130840843789763
5.3785563,0.021346381,0.48659652,89.32238,2021-08-24,29110.013712,2021-08-24,0.13148932349655737
2.7370245,0.16762446,0.5358443,68.33802,2021-08-25,304814.8114848,2021-08-25,1.3768421324152422
1.5644797,-0.037676387,0.57555836,53.776268,2021-08-26,51971.128502399995,2021-08-26,0.23475250117509208
1.5569134,-0.108732924,0.58979905,96.33024,2021-08-27,15168.065529599999,2021-08-27,0.06851383496313466
0.62361664,-0.645475,0.5961155,86.84913,2021-08-28,32936.4347904,2021-08-28,0.14877318753006616
0.8372074,-0.6546989,0.59369737,129.83377,2021-08-29,78978.1620672,2021-08-29,0.3567427073020129
-0.56262213,-2.7643368,0.5858964,143.0831,2021-08-30,32862.2114016,2021-08-30,0.14843792203423056
-1.1678133,-4.225531,0.5889646,121.36664,2021-08-31,4948.0343424,2021-08-31,0.022350167703689788
-1.6698138,-3.7313857,0.5864924,136.2962,2021-09-01,2552.91048,2021-09-01,0.011531443278712517
-0.4421437,-3.9119244,0.5826119,145.9134,2021-09-02,5259.3799392,2021-09-02,0.023756509256871117
-1.9202402,-3.1954172,0.5905774,53.084248,2021-09-03,4071.0731327999997,2021-09-03,0.018388952249658853
-2.6886806,-2.7185173,0.68769604,86.22764,2021-09-04,2448.6107328000003,2021-09-04,0.011060323500622667
-5.4568276,-5.4213967,0.7134837,70.57538,2021-09-05,83.5242624,2021-09-05,0.00037727734748533
-7.738572,-8.778089,0.7224771,71.36491,2021-09-06,178.31750399999999,2021-09-06,0.0008054564384794221
-6.7706413,-8.133535,0.73011523,126.207344,2021-09-07,188.11578240000003,2021-09-07,0.0008497150572143159
-8.197664,-12.231425,0.732142,127.99608,2021-09-08,175.72818239999998,2021-09-08,0.0007937605269327136
-5.916431,-9.501579,0.7270278,109.04244,2021-09-09,343.41209280000004,2021-09-09,0.0015511852453781142
-6.271584,-10.384486,0.7258109,103.86486,2021-09-10,266.9302944,2021-09-10,0.0012057185605833045
-5.359649,-10.182373,0.72677344,110.83678,2021-09-11,232.3118016,2021-09-11,0.0010493475521812718
-5.6769915,-10.750013,0.7302516,111.078186,2021-09-12,251.1446688,2021-09-12,0.0011344152196900539
-6.7115936,-10.21807,0.7279698,91.09712,2021-09-13,305.083584,2021-09-13,0.001378056172248674
-6.9398427,-10.956729,0.72542006,99.68014,2021-09-14,321.003216,2021-09-14,0.001449964817249801
-8.618862,-13.012942,0.72699064,93.62725,2021-09-15,268.262064,2021-09-15,0.0012117341360306324
-6.9654984,-11.32783,0.7219954,84.438194,2021-09-16,267.66253439999997,2021-09-16,0.0012090260733584506
-9.645759,-13.805914,0.72635573,87.54121,2021-09-17,192.560112,2021-09-17,0.0008697900011247278
-10.639657,-14.099695,0.7244256,70.60584,2021-09-18,200.5083072,2021-09-18,0.0009056918327145824
-8.767091,-11.036774,0.72140557,71.26372,2021-09-19,304.6056192,2021-09-19,0.0013758972152372157
-11.237023,-14.56546,0.72586983,77.38093,2021-09-20,272.8618272,2021-09-20,0.001232511170263462
-10.093854,-15.771269,0.72667694,75.003716,2021-09-21,269.488512,2021-09-21,0.0012172739760121308
-11.355041,-16.48252,0.7264948,73.045815,2021-09-22,259.90943039999996,2021-09-22,0.0011740054646413132
-9.43643,-14.87736,0.7231269,63.42558,2021-09-23,227.96899200000001,2021-09-23,0.001029731171988948
-7.1007156,-12.666374,0.7228697,61.744244,2021-09-24,134.0063136,2021-09-24,0.0006053037176093075
-7.053142,-12.7134075,0.71938866,48.252842,2021-09-25,173.8681632,2021-09-25,0.0007853588590833514
-6.7404566,-12.165777,0.7223007,55.4378,2021-09-26,158.2390944,2021-09-26,0.0007147626819834416
-5.392974,-9.301595,0.7200722,30.594044,2021-09-27,156.039696,2021-09-27,0.0007048280453811856
-2.1532817,-4.753638,0.7127442,19.224884,2021-09-28,252.5605056,2021-09-28,0.001140810524922658
-4.3904166,-8.486371,0.6854049,47.286,2021-09-29,423.15998399999995,2021-09-29,0.0019114048030845544
-5.9215927,-7.8027544,0.69217354,14.82213,2021-09-30,506.8169568,2021-09-30,0.002289281600672849
-2.9618785,-3.6817348,0.71468765,22.377394,2021-10-01,537.1392960000001,2021-10-01,0.0024262469730593817
-2.6736503,-4.091537,0.71518606,18.067616,2021-10-02,478.2932064,2021-10-02,0.0021604404163028616
-2.7890532,-3.8062932,0.7036187,19.65058,2021-10-03,448.5658176,2021-10-03,0.0020261624224378223
-5.036788,-7.4436846,0.70269597,25.2256,2021-10-04,382.5382464,2021-10-04,0.001727917263397247
-2.8026555,-3.9289005,0.6985391,12.291458,2021-10-05,402.5736288,2021-10-05,0.0018184166669301572
-2.6453726,-5.3393044,0.7118311,345.60904,2022-06-07,4803.605856,2022-06-07,0.02169778724938106
-3.7151961,-4.3856344,0.7166284,314.6001,2022-06-08,5156.8787808,2022-06-08,0.02329351366679781
-4.105739,-4.4946246,0.7333735,242.67313,2022-06-09,9813.379305600001,2022-06-09,0.04432682920985841
-3.5648093,-3.9523365,0.73779505,276.87726,2022-06-10,6182.883100800001,2022-06-10,0.027927953735293286
-4.441815,-7.4519696,0.7354039,335.0083,2022-06-11,4228.1206848,2022-06-11,0.01909833275952642
-3.5681758,-6.3782916,0.72841775,351.26077,2022-06-12,3750.7023648,2022-06-12,0.016941844186805992
-4.014874,-6.764893,0.7254788,385.812,2022-06-13,3946.0417056,2022-06-13,0.017824187906330502
-3.182118,-7.5719347,0.72644985,361.03824,2022-06-14,3384.5344992,2022-06-14,0.015287871591318187
-2.0451975,-6.07365,0.72675717,326.63022,2022-06-15,2483.5721472,2022-06-15,0.011218243478724351
2.3161063,-3.5703652,0.6991457,323.92938,2022-06-16,2023.908768,2022-06-16,0.009141953602494094
5.8654795,-2.166426,0.6709035,380.9873,2022-06-17,1761.2682335999998,2022-06-17,0.007955611798168725
5.3855186,-1.7320853,0.654941,389.09576,2022-06-18,2183.2051392,2022-06-18,0.009861491981684553
1.3718293,-1.4668723,0.6555767,376.68414,2022-06-19,587.2419648,2022-06-19,0.0026525596808121893
1.9733096,-1.5156276,0.62939596,296.56937,2022-06-20,708.3046944,2022-06-20,0.003199397500032748
2.2408788,-1.2200868,0.6147026,376.16623,2022-06-21,1954.4684832,2022-06-21,0.008828293287452871
1.5067711,-1.3958277,0.62074214,374.62384,2022-06-22,4218.380467200001,2022-06-22,0.019054336400211577
2.4017165,-1.3023283,0.6011798,364.05746,2022-06-23,4506.1134624,2022-06-23,0.02035402032550255
1.8929112,-1.777014,0.578683,373.87347,2022-06-24,2999.8957824,2022-06-24,0.013550466547026945
1.5989603,-1.2477472,0.56849015,279.6102,2022-06-25,7071.554966399999,2022-06-25,0.0319420659777069
5.172002,-0.18647766,0.53542215,177.24173,2022-06-26,4349.376,2022-06-26,0.01964604048387687
5.8308973,-0.13436441,0.51088595,314.04608,2022-06-27,32440.4851392,2022-06-27,0.1465329933216464
6.704558,-0.27990907,0.50872254,379.85602,2022-06-28,163887.4816992,2022-06-28,0.7402763293546275
6.5503225,-0.3441266,0.50164104,375.5131,2022-06-29,176899.58426879998,2022-06-29,0.7990517246901239
4.757794,-0.26348814,0.49009895,370.1019,2022-06-30,223827.469344,2022-06-30,1.0110240007154896
4.2161965,-0.5319003,0.49131298,361.60123,2022-07-01,199592.5061664,2022-07-01,0.9015551785873509
3.9174178,-0.37776765,0.4886918,298.2128,2022-07-02,180600.4674432,2022-07-02,0.8157685366351849
1.9239132,-0.39146873,0.52752644,100.43328,2022-07-03,235898.14645439998,2022-07-03,1.0655469969289058
3.158766,-0.3448991,0.5666602,318.17072,2022-07-04,241658.45026560003,2022-07-04,1.0915661688455822
6.5603933,-0.5791357,0.54904276,362.15234,2022-07-05,281539.3866624,2022-07-05,1.2717075249818304
5.2928815,0.006024863,0.5318675,222.7333,2022-07-06,276753.8665728,2022-07-06,1.2500914307612598
6.3864226,0.111207016,0.5183204,316.59024,2022-07-07,543285.3999168,2022-07-07,2.454008795989284
4.4475884,-0.06001276,0.51213014,340.4531,2022-07-08,883699.281216,2022-07-08,3.991651182685154
4.5667043,-0.07435442,0.51305693,297.13794,2022-07-09,613308.2091552,2022-07-09,2.7703003617431747
6.300397,0.08781338,0.5170618,263.71167,2022-07-10,410224.43381759996,2022-07-10,1.8529751932819871
6.1415014,0.23598394,0.49891233,280.62592,2022-07-11,482330.078784,2022-07-11,2.178674884485035
6.7692,0.04625541,0.48859984,313.77768,2022-07-12,759420.6989472,2022-07-12,3.4302874241755044
4.6753154,0.1996905,0.4886995,200.87857,2022-07-13,642094.4376576,2022-07-13,2.9003271542155384
7.090954,0.21049511,0.48279265,307.34137,2022-07-14,914725.015776,2022-07-14,4.131793777210847
10.713041,0.25813475,0.48658583,237.68077,2022-07-15,1423295.688672,2022-07-15,6.428996876834176
11.852209,0.35287127,0.48258588,323.11557,2022-07-16,1162403.852256,2022-07-16,5.250553904752269
7.670895,0.3193738,0.48883122,292.2816,2022-07-17,1298171.308896,2022-07-17,5.86381266866287
6.5636454,-0.13309474,0.4927198,324.06158,2022-07-18,850966.8842592,2022-07-18,3.843799629784779
5.7934976,0.12676157,0.4864959,326.93716,2022-07-19,587573.2603296,2022-07-19,2.654056135794846
4.998992,0.108422436,0.48814073,247.37169,2022-07-20,613404.9158112,2022-07-20,2.7707371836870207
5.27725,0.28617683,0.4827929,104.533035,2022-07-21,1002503.462976,2022-07-21,4.528287188519285
2.0735352,0.115956716,0.5347457,73.76417,2022-07-22,1474090.337664,2022-07-22,6.65843524465088
2.3273757,0.0982734,0.58437115,97.02584,2022-07-23,101317.6919808,2022-07-23,0.45764989699390524
3.5601788,0.28304332,0.53221077,151.86441,2022-07-24,388839.18378240004,2022-07-24,1.7563784658550259
3.4608386,0.16373287,0.5108228,239.43845,2022-07-25,887444.300448,2022-07-25,4.008567356279888
3.1073952,0.1652719,0.5066915,218.26225,2022-07-26,490658.8540608,2022-07-26,2.2162957883271326
2.940374,0.101382084,0.5000135,154.05415,2022-07-27,522417.87613439996,2022-07-27,2.3597506272250075
3.2703972,0.2776851,0.50459784,243.84142,2022-07-28,394520.7816864,2022-07-28,1.7820421248339446
4.041213,-0.23753306,0.5166189,295.0102,2022-07-29,367610.64995520003,2022-07-29,1.6604896222640095
5.6070876,-0.08263826,0.51442546,276.06418,2022-07-30,372425.4501408,2022-07-30,1.6822379740662161
6.6718793,0.14832725,0.4940531,222.98787,2022-07-31,625567.2583104001,2022-07-31,2.82567423054571
8.294204,0.26563254,0.47583893,253.48267,2022-08-01,645733.129248,2022-08-01,2.9167630480755635
7.5455093,0.10595002,0.4835829,273.0066,2022-08-02,584846.7280128,2022-08-02,2.6417404463082503
7.03058,0.1583264,0.48046145,273.42404,2022-08-03,550609.8648768,2022-08-03,2.487093251121905
6.9386287,-0.22858092,0.48289078,274.6182,2022-08-04,596762.8349184,2022-08-04,2.695565252137322
5.978749,0.40303478,0.48443553,264.5457,2022-08-05,538470.8677439999,2022-08-05,2.432261654795292
5.915391,-0.0918908,0.48649448,257.20987,2022-08-06,609306.6461183999,2022-08-06,2.7522253851442877
6.202739,-0.27687854,0.48783094,237.45164,2022-08-07,515300.57470079995,2022-08-07,2.3276019254111238
6.2779107,-0.39562726,0.48818702,255.95923,2022-08-08,392725.92467519996,2022-08-08,1.7739347932294094
5.540759,-0.42328963,0.48918384,249.61911,2022-08-09,196569.2355552,2022-08-09,0.8878991284272014
2.7686858,-0.84678555,0.49226898,211.06264,2022-08-10,165173.01503039998,2022-08-10,0.7460830565421892
2.277642,-0.13979857,0.51508015,183.43445,2022-08-11,427328.4924,2022-08-11,1.9302338683996205
1.8272963,0.15437971,0.54269457,108.534386,2022-08-12,79202.9518848,2022-08-12,0.3577580782096863
2.9586449,0.4104275,0.5056445,91.446465,2022-08-13,697624.6417919999,2022-08-13,3.151155925630649
3.4364831,0.27108222,0.5061058,112.442055,2022-08-14,1285420.3752960002,2022-08-14,5.806216968104256
3.4188254,0.290968,0.50366086,95.92234,2022-08-15,697108.9163040001,2022-08-15,3.1488264043807472
4.583464,0.09793588,0.4957579,173.78938,2022-08-16,265039.1675712,2022-08-16,1.1971763802248463
3.0233061,-0.2539396,0.4979629,113.86647,2022-08-17,266972.5082304,2022-08-17,1.2059092395728923
2.234683,0.18990228,0.51927155,77.399475,2022-08-18,328393.8973152,2022-08-18,1.4833483702748447
1.4177414,-0.52717024,0.6032205,147.23326,2022-08-19,95559.0569856,2022-08-19,0.4316382630842204
0.5650925,-2.497018,0.5878178,201.59158,2022-08-20,59317.436332799996,2022-08-20,0.2679356200967627
0.25293344,-1.9670641,0.5817356,189.79637,2022-08-21,16254.2761344,2022-08-21,0.07342022556167505
0.7945134,-2.5098724,0.5844871,192.87025,2022-08-22,4828.5110016,2022-08-22,0.021810283271503417
1.6501895,-2.8620458,0.5782986,178.11174,2022-08-23,4552.1662176,2022-08-23,0.02056203965817309
2.6560953,0.23383592,0.55676377,87.010796,2022-08-24,3697.5707712000003,2022-08-24,0.01670184988904041
3.6786525,-0.29207748,0.52683383,111.395325,2022-08-25,11432.9762496,2022-08-25,0.05164251475403468
3.4166834,0.036205616,0.50693494,102.971535,2022-08-26,6991.6120703999995,2022-08-26,0.03158096558739473
1.3124304,-1.4437532,0.51581573,94.07701,2022-08-27,8403.0479136,2022-08-27,0.03795639179011946
-0.22062649,-2.7079349,0.516178,159.36942,2022-08-28,20910.8850912,2022-08-28,0.09445403088981327
-1.0566795,-4.1617208,0.52027816,161.64272,2022-08-29,3060.5901408,2022-08-29,0.013824621695321629
0.47499296,-4.141164,0.5200925,159.90523,2022-08-30,2665.6385472,2022-08-30,0.012040633602078533
1.1471055,-1.9615556,0.51786244,149.10667,2022-08-31,1090.81944,2022-08-31,0.004927208610807594
-0.34320846,-2.3318207,0.52001274,137.3384,2022-09-01,406.4560992,2022-09-01,0.0018359537045778227
1.7476393,-0.0019236122,0.5553881,28.028364,2022-09-04,57586.8314592,2022-09-04,0.2601185140548063
2.5563617,0.17442636,0.5255825,54.81162,2022-09-05,110817.4143168,2022-09-05,0.5005599442279557
1.1475233,-0.26425654,0.5743517,35.289474,2022-09-06,85880.63085120001,2022-09-06,0.38792101452795996
0.7739712,-0.90807533,0.5813592,81.31135,2022-09-07,7035.6505824,2022-09-07,0.031779886625631415
-1.1570565,-3.2411084,0.58491915,103.89882,2022-09-08,6779.3465376,2022-09-08,0.030622166612387636
-1.1459831,-4.567653,0.5905031,116.54118,2022-09-09,1700.055648,2022-09-09,0.007679115828443327
0.52045834,-1.5937594,0.57496655,57.694855,2022-09-10,727.1532,2022-09-10,0.0032845358058674655
0.97274166,-0.42612138,0.54363436,47.851265,2022-09-11,44595.4695552,2022-09-11,0.20143680387231583
1.5759971,-0.26503286,0.53165275,29.723202,2022-09-12,11547.2369664,2022-09-12,0.05215862802360934
2.0091882,-0.0110065425,0.5268021,38.034004,2022-09-13,26023.962700800002,2022-09-13,0.11754969558180725
1.2459891,-1.2387979,0.53167063,89.76622,2022-09-14,12280.4932896,2022-09-14,0.05547073150940728
0.82557684,-0.67704064,0.55733997,40.25995,2022-09-15,6773.034672000001,2022-09-15,0.030593656047399373
-0.642955,-2.2987478,0.5806442,75.681435,2022-09-16,4245.35256,2022-09-16,0.01917616877963421
-3.0674229,-6.7418046,0.5903937,87.52196,2022-09-17,25571.9431296,2022-09-17,0.11550793262654656
-3.9023929,-7.7541776,0.58831733,73.16329,2022-09-18,57183.724569599995,2022-09-18,0.2582976886599885
-2.9907765,-5.2005887,0.5979561,75.29336,2022-09-19,427.3032096,2022-09-19,0.001930119666520467
-5.538875,-8.054873,0.6047412,59.12072,2022-09-20,320.8732704,2022-09-20,0.0014493778556906485
-3.5286407,-5.0234995,0.6067425,44.97414,2022-09-21,399.94084799999996,2022-09-21,0.0018065244510854072
-7.3404856,-9.403825,0.62928444,70.51124,2022-09-22,327.9678336,2022-09-22,0.0014814238493786218
-7.267411,-9.473444,0.6287349,53.471203,2022-09-23,266.8061376,2022-09-23,0.0012051577469127579
-8.743886,-11.053057,0.6450457,28.333574,2022-09-24,244.4274144,2022-09-24,0.0011040735219653918
-2.8448894,-3.5369716,0.7214222,27.185154,2022-09-25,337.3640928,2022-09-25,0.0015238665557898861
-2.025612,-3.419302,0.7230353,22.077719,2022-09-26,374.7808224,2022-09-26,0.0016928771413304037
-1.1357578,-2.2505538,0.7227783,21.841719,2022-09-27,678.7256544,2022-09-27,0.003065789594596609
-3.5434418,-4.0873413,0.72461426,26.920744,2022-09-28,765.2163744,2022-09-28,0.0034564663690579704
-6.7507505,-8.002408,0.7288112,38.952705,2022-09-29,548.7117984,2022-09-29,0.002478519724518479
-8.666811,-13.767122,0.7315024,41.124092,2022-09-30,424.331568,2022-09-30,0.0019166968235247884
-10.798905,-15.004349,0.7329033,43.569187,2022-10-01,306.865152,2022-10-01,0.001386103477667378
-14.407918,-16.66236,0.71376073,0.0,2019-01-01,,,3.101172848958326e-15
-19.942337,-23.464565,0.7155772,0.0,2019-01-02,,,3.103175855203999e-15
-16.331232,-18.038027,0.71029407,0.0,2019-01-03,,,3.102891496066967e-15
-13.524872,-15.682958,0.7107543,0.0,2019-01-04,,,3.1035089708068497e-15
-14.8955765,-14.76748,0.7097084,0.0,2019-01-05,,,3.103769248905497e-15
-23.85676,-25.724497,0.71561867,0.0,2019-01-06,,,3.103769248905497e-15
-22.384695,-24.199858,0.71675557,0.0,2019-01-07,,,3.1037692508477968e-15
-35.040222,-32.860413,0.7095547,0.0,2020-01-01,,,3.101172848958326e-15
-38.266636,-36.052326,0.70973927,0.0,2020-01-02,,,3.103175855203999e-15
-38.479404,-38.401745,0.71084565,0.0,2020-01-03,,,3.102891496066967e-15
-42.313652,-41.020344,0.7144684,0.0,2020-01-04,,,3.1035089708068497e-15
-38.66626,-37.543003,0.7144492,0.0,2020-01-05,,,3.103769248905497e-15
-25.518143,-27.026335,0.70955247,0.0,2020-01-06,,,3.103769248905497e-15
-26.060846,-26.469677,0.71168417,0.0,2020-01-07,,,3.1037692508477968e-15
-13.462459,-12.92972,0.7118703,0.0,2021-01-01,,,3.101172848958326e-15
-21.526123,-22.133621,0.7156495,0.0,2021-01-02,,,3.103175855203999e-15
-18.682562,-19.297293,0.7116059,0.0,2021-01-03,,,3.102891496066967e-15
-21.894558,-21.687971,0.7113269,0.0,2021-01-04,,,3.1035089708068497e-15
-17.976246,-17.471443,0.71124774,0.0,2021-01-05,,,3.103769248905497e-15
-22.667597,-21.459415,0.7113286,0.0,2021-01-06,,,3.103769248905497e-15
-28.448368,-29.100203,0.71756744,0.0,2021-01-07,,,3.1037692508477968e-15
-13.954023,-16.508375,0.71149194,0.0,2022-01-01,,,3.101172848958326e-15
-13.587183,-13.975237,0.7104488,0.0,2022-01-02,,,3.103175855203999e-15
-18.259182,-21.180378,0.71682626,0.0,2022-01-03,,,3.102891496066967e-15
-16.216002,-18.933924,0.71812445,0.0,2022-01-04,,,3.1035089708068497e-15
-15.175469,-18.119396,0.717926,0.0,2022-01-05,,,3.103769248905497e-15
-14.800415,-17.25678,0.7159924,0.0,2022-01-06,,,3.103769248905497e-15
-15.577443,-18.024954,0.71049124,0.0,2022-01-07,,,3.1037692508477968e-15
