t2m,ts,al2,swd,date,dailyQ,runoff
1.312407,-0.4982744,0.74360675,130.47522,2010-05-03,2698.2,0.07866472303206998
1.4799302,-0.021485223,0.7251775,104.56771,2010-05-04,0.0,0.0
-5.4509993,-5.4175997,0.86395526,292.5791,2010-05-05,0.0,0.0
-6.2216797,-7.5923157,0.86388934,276.84534,2010-05-06,0.0,0.0
1.2204461,-2.0498643,0.78312,272.523,2010-05-07,0.0,0.0
3.1759186,-0.31303704,0.7219766,269.20532,2010-05-08,127260.0,3.710204081632653
3.6248496,-0.006107542,0.6470425,274.47476,2010-05-09,662052.6,19.301825072886295
4.0058317,-0.005924755,0.61926436,203.42984,2010-05-10,1065994.2,31.078548104956266
0.63350123,-0.40787828,0.6143024,112.568954,2010-05-11,995176.8,29.01390087463557
-2.1526976,-1.4920154,0.67287195,220.99718,2010-05-12,402166.8,11.724979591836734
-4.7172594,-3.698329,0.8305269,258.7198,2010-05-13,77806.8,2.2684198250728866
-8.587363,-9.923838,0.83713794,326.75116,2010-05-14,71724.6,2.091096209912537
-6.985525,-9.388901,0.83595216,326.73785,2010-05-15,96924.6,2.8257900874635573
-6.1366963,-8.296119,0.83477926,331.15918,2010-05-16,23992.2,0.6994810495626822
-3.2938247,-5.7143774,0.8349509,284.6563,2010-05-17,2905.2,0.0846997084548105
-3.4227273,-5.7476764,0.82794535,328.60556,2010-05-18,10220.4,0.2979708454810495
-1.406492,-3.9070058,0.765123,312.51895,2010-05-19,71116.2,2.07335860058309
0.025482178,-2.1077151,0.66160727,270.70642,2010-05-20,142981.2,4.168548104956269
3.4051988,0.0,0.5845323,189.45346,2010-05-21,266191.2,7.760676384839651
4.829991,0.0,0.5727605,300.37677,2010-05-22,996958.8,29.06585422740525
4.2674713,-0.39297113,0.58265156,339.89734,2010-05-23,1076522.4,31.38549271137026
4.597606,-0.117463745,0.5794481,335.75333,2010-05-24,1206923.4,35.18727113702624
4.0852556,-0.35415936,0.5807097,341.79333,2010-05-25,1374571.8,40.07497959183674
3.9564774,-0.27747652,0.5502678,342.19733,2010-05-26,1302953.4,37.98697959183673
2.7936385,-0.47300327,0.51058495,339.58185,2010-05-27,1236297.6,36.04366180758018
1.9468123,-0.9521867,0.5145168,285.9342,2010-05-28,1058482.8,30.859556851311954
2.22959,-0.4812157,0.5056825,338.9665,2010-05-29,952371.0,27.765918367346938
1.7628601,-0.8022227,0.5081549,345.43326,2010-05-30,835313.4,24.353160349854228
2.083719,-0.91402996,0.51543224,337.0653,2010-05-31,758372.4,22.10998250728863
2.666688,-0.36033157,0.48462218,332.0149,2010-06-01,828734.4,24.1613527696793
2.3655214,-0.15730476,0.44948664,334.8473,2010-06-02,929408.4,27.09645481049563
1.6824046,-0.75538826,0.4469437,341.73633,2010-06-03,863218.8,25.166728862973763
2.4406629,-0.7903361,0.4495677,330.07172,2010-06-04,785998.8,22.915416909620994
4.7903967,0.0,0.4460315,335.2586,2010-06-05,1148751.0,33.49128279883382
3.8051267,-0.002653228,0.44949162,331.90607,2010-06-06,1306647.0,38.094664723032075
2.7593272,-0.1467637,0.45286396,289.0287,2010-06-07,1201345.2,35.024641399416915
1.9046285,-0.0026994282,0.4911785,103.6215,2010-06-08,1082826.0,31.56927113702624
1.6653507,-0.8260566,0.5389679,337.6546,2010-06-09,957807.0,27.924402332361517
3.1174817,-0.032146454,0.51571244,333.08453,2010-06-10,1030901.4,30.05543440233236
3.7549615,-0.016337322,0.48826462,283.49023,2010-06-11,1156134.6,33.70654810495627
2.658258,-0.10966958,0.45140165,260.5618,2010-06-12,827938.8,24.138157434402334
1.8579092,-0.008396149,0.46202794,264.9141,2010-06-13,1029414.6,30.01208746355685
0.52731717,-0.6761929,0.6986723,303.32043,2010-06-14,788383.8,22.984950437317785
0.9279436,-0.063137904,0.63065565,175.69547,2010-06-15,713388.6,20.798501457725948
1.0970615,-0.99813986,0.6594331,350.88248,2010-06-16,670883.4,19.55928279883382
3.4680042,-0.59346825,0.5575038,302.70612,2010-06-17,939331.8,27.385766763848398
4.4773293,0.0,0.45375693,321.52075,2010-06-18,1312628.4,38.26904956268221
2.5574603,-0.0015739865,0.4513775,176.733,2010-06-19,1388154.6,40.47097959183674
2.2827911,-0.5584829,0.44631225,371.41418,2010-06-20,1088002.8,31.720198250728867
3.4758186,-0.14344534,0.45207813,297.6765,2010-06-21,1189857.6,34.68972594752187
2.4954565,-0.0037314098,0.45542824,154.56717,2010-06-22,1192177.8,34.75737026239067
1.5027182,0.0,0.53929776,180.66168,2010-06-23,979912.8,28.568886297376093
2.1473112,-0.41423863,0.6459148,350.66815,2010-06-24,865621.8,25.236787172011663
3.9119692,0.0,0.521893,274.02716,2010-06-25,1227493.8,35.78699125364432
4.705965,-0.0011520386,0.50108296,361.14987,2010-06-26,1256990.4,36.646950437317784
3.9284601,0.0,0.44919658,317.70795,2010-06-27,1300730.4,37.922169096209906
3.5683637,0.0,0.44894183,332.26038,2010-06-28,1261701.0,36.784285714285716
2.770936,-0.00077671476,0.4512152,253.37073,2010-06-29,1213527.6,35.37981341107872
2.4298186,-0.0434227,0.48789048,286.35,2010-06-30,1045800.0,30.48979591836735
1.6354744,-0.7285725,0.51498204,309.9478,2010-07-01,869947.2,25.36289212827988
1.8917724,-0.50139385,0.50733554,351.71136,2010-07-02,850483.8,24.79544606413994
2.0069954,-0.36419752,0.5101791,319.836,2010-07-03,1000758.6,29.176635568513117
2.5052161,-0.13742034,0.49129027,307.07715,2010-07-04,1012336.2,29.514174927113704
2.2035127,-0.5744164,0.4461366,354.08163,2010-07-05,996627.6,29.056198250728862
2.3145835,-0.518233,0.44875574,351.86133,2010-07-06,1075010.4,31.3414110787172
2.142051,-0.44601408,0.44703925,334.1624,2010-07-07,1174923.0,34.25431486880467
2.7060966,-0.17066807,0.44867402,301.1155,2010-07-08,1154784.6,33.667189504373184
2.520253,-0.23866166,0.45036292,320.84686,2010-07-09,1230004.8,35.860198250728864
2.9479516,-0.07112079,0.44574577,322.05652,2010-07-10,1183888.8,34.51570845481049
2.7651687,-0.23471144,0.4469142,330.46152,2010-07-11,1190086.2,34.69639067055393
2.5636058,-0.48681387,0.45209682,328.63898,2010-07-12,1152430.2,33.598548104956265
4.319564,-0.050493028,0.45399922,148.67242,2010-07-13,1127898.0,32.88332361516035
4.845016,0.0,0.45143682,200.75864,2010-07-14,1296840.6,37.8087638483965
3.5036302,-0.0018573337,0.45150346,231.74973,2010-07-15,1178985.6,34.372758017492714
3.604845,-0.022482025,0.4515981,244.50014,2010-07-16,898725.6,26.201912536443146
4.1314163,0.0,0.45137656,300.01294,2010-07-17,1127608.2,32.87487463556851
2.9987736,-0.10660299,0.44541597,334.693,2010-07-18,1105927.2,32.24277551020408
2.8455591,-0.4690734,0.44780552,301.5985,2010-07-19,1055401.2,30.769714285714286
4.1851177,-0.0056673684,0.44785553,327.2309,2010-07-20,1184902.2,34.54525364431487
3.8559902,-0.06769241,0.45311433,293.81097,2010-07-21,1140055.2,33.2377609329446
3.1725965,-0.160207,0.45402545,311.58777,2010-07-22,1133589.6,33.04925947521866
4.008055,-0.016053729,0.44598374,314.80753,2010-07-23,1256547.6,36.63404081632653
3.3786733,-0.044811353,0.45374155,285.03284,2010-07-24,1258263.0,36.68405247813411
2.652464,-0.010314835,0.45046255,259.74008,2010-07-25,962719.2000000001,28.067615160349856
2.3114374,0.0,0.4513761,117.24366,2010-07-26,909792.0,26.524548104956267
2.3869882,0.0,0.47548202,206.30777,2010-07-27,800735.4,23.34505539358601
3.2817035,-0.0806356,0.4588675,285.39728,2010-07-28,928605.6,27.073049562682215
4.0664625,0.0,0.44650638,283.10574,2010-07-29,1276268.4,37.208991253644314
4.4623413,0.0,0.4513759,167.5847,2010-07-30,1354003.2,39.47531195335277
3.0837357,0.0,0.4486403,272.0041,2010-07-31,1354289.4,39.48365597667639
2.8033483,-0.19869037,0.4479863,263.79895,2010-08-01,1064682.0,31.040291545189504
2.5468493,0.0,0.4517969,95.4259,2010-08-02,1084867.2,31.628781341107874
1.9607916,0.0,0.45845383,112.47788,2010-08-03,1122804.0,32.73481049562682
1.9006565,-0.32010704,0.49004203,285.38843,2010-08-04,825305.4,24.06138192419825
2.1382196,-0.7193915,0.51984817,287.6862,2010-08-05,831619.8,24.245475218658893
4.2671676,-0.0019891527,0.51107365,270.7972,2010-08-06,1063420.2,31.00350437317784
4.0634646,0.0,0.45116377,276.16132,2010-08-07,1029672.0,30.019591836734694
4.126161,-0.06162336,0.45029205,265.7859,2010-08-08,1056839.4,30.8116443148688
3.3778503,0.0,0.4513756,73.685234,2010-08-09,1247661.0,36.374956268221574
2.8047123,-0.0074739456,0.45217425,217.43668,2010-08-10,980159.4,28.57607580174927
2.9142752,-0.0061106714,0.44885135,243.55264,2010-08-11,1054654.2,30.747935860058305
2.8097363,-0.014448166,0.44739842,252.23734,2010-08-12,846664.2,24.68408746355685
2.7381139,-0.30466336,0.45098248,260.56995,2010-08-13,956910.6,27.89826822157434
3.4987464,-0.14408684,0.45114657,245.02124,2010-08-14,889102.8,25.921364431486882
3.5618136,-0.0027192433,0.44781697,247.39478,2010-08-15,795259.8,23.185416909620994
2.808029,-0.23922157,0.45094085,242.57285,2010-08-16,873813.6,25.475615160349854
3.550948,-0.20665666,0.45295435,220.21333,2010-08-17,971485.2,28.323183673469387
4.8414545,0.0,0.45174092,228.7943,2010-08-18,1135704.6,33.110921282798834
3.392809,-0.006474071,0.4527674,233.77261,2010-08-19,1034532.0,30.16128279883382
3.024791,-0.0711298,0.45465133,163.29674,2010-08-20,947010.6,27.609638483965014
2.9408264,-0.02962699,0.44876814,217.32556,2010-08-21,1006668.0,29.348921282798834
2.2337341,-0.5225833,0.45242995,220.30267,2010-08-22,942764.4,27.485842565597668
3.1472197,-0.0675016,0.45234877,132.5882,2010-08-23,921043.8,26.852588921282802
2.49647,0.0,0.45206612,65.142456,2010-08-24,925680.6,26.987772594752187
2.3707192,-0.017735798,0.5019599,180.73761,2010-08-25,654908.4,19.093539358600584
3.018097,-0.0014052921,0.5113522,105.6214,2010-08-26,828199.7999999999,24.145766763848393
2.4080653,0.0,0.4513745,84.45914,2010-08-27,1181554.2,34.4476443148688
3.5838752,0.0,0.45166582,128.6285,2010-08-28,1213353.0,35.374723032069966
3.488143,0.0,0.4513745,85.51131,2010-08-29,1177824.6,34.33890962099126
3.516993,-0.009369426,0.4513746,147.59424,2010-08-30,950459.4,27.710186588921285
3.0091214,-0.59104073,0.45080546,194.83481,2010-08-31,726836.4,21.19056559766764
4.9574757,-0.023673538,0.4532592,157.81473,2010-09-01,869504.4,25.34998250728863
6.2609596,0.0,0.45172828,148.53604,2010-09-02,1208626.2,35.236915451895044
3.2935896,-0.008194711,0.45221335,103.60826,2010-09-03,934504.2,27.245020408163267
2.606308,-0.010228263,0.45152035,98.769745,2010-09-04,614199.6,17.90669387755102
0.9490941,-0.009300338,0.48061913,98.100555,2010-09-05,537060.6,15.657743440233236
-0.1589509,-1.4659643,0.51562816,178.69495,2010-09-06,85969.8,2.506408163265306
-1.5418262,-3.0666244,0.5185629,175.40668,2010-09-07,0.0,0.0
-0.94480324,-3.1306784,0.5186989,171.96553,2010-09-08,0.0,0.0
-1.2271665,-2.1484125,0.5610993,134.18997,2010-09-09,0.0,0.0
-2.7655883,-3.609169,0.65644467,93.555046,2010-09-10,0.0,0.0
-3.8668513,-4.2200403,0.8544612,114.38872,2010-09-11,0.0,0.0
-3.0827613,-2.9996772,0.85356057,80.541176,2010-09-12,0.0,0.0
-3.90552,-4.767944,0.85429007,146.13174,2010-09-13,0.0,0.0
-2.6487591,-5.51842,0.85436416,143.88396,2010-09-14,0.0,0.0
1.7510148,-1.4625314,0.7902904,109.658676,2010-09-15,0.0,0.0
2.2454023,-0.05187914,0.7322446,85.66497,2010-09-16,0.0,0.0
0.8356656,-0.60231113,0.74939895,98.11148,2010-09-17,0.0,0.0
-2.1114602,-3.7872229,0.7560247,109.56184,2010-09-18,0.0,0.0
0.13595498,-0.9884213,0.75038326,96.23064,2010-09-19,0.0,0.0
0.3439698,-2.0232306,0.73178995,79.24034,2010-09-20,0.0,0.0
1.9430968,-0.6113808,0.68729055,91.48576,2010-09-21,0.0,0.0
2.7926168,-0.3718656,0.644688,53.80076,2010-09-22,141672.6,4.130396501457726
3.4625602,-0.18865722,0.6278162,45.23329,2010-09-23,656782.2,19.148169096209912
2.3936121,-1.0969872,0.6341233,118.217255,2010-09-24,570477.6,16.632
2.3099334,-1.3353219,0.62655336,86.99111,2010-09-25,383257.8,11.173696793002915
0.20516598,-2.4154587,0.632802,111.66304,2010-09-26,395440.2,11.528868804664723
-3.0941615,-4.3226748,0.65230674,104.689804,2010-09-27,24213.6,0.705935860058309
-3.7802277,-6.3478985,0.6426896,108.03024,2010-09-28,0.0,0.0
-4.3748326,-6.1644936,0.6343312,61.597054,2010-09-29,0.0,0.0
-6.674634,-7.523212,0.6331156,70.00682,2010-09-30,0.0,0.0
-7.396738,-9.112391,0.6338181,93.23567,2010-10-01,0.0,0.0
-6.6380434,-8.76888,0.637395,92.612656,2010-10-02,0.0,0.0
-8.019791,-9.020329,0.641631,65.43922,2010-10-03,0.0,0.0
-11.116257,-12.735928,0.7008824,89.97977,2010-10-04,0.0,0.0
-5.9502845,-8.092021,0.6878965,46.77234,2010-10-05,0.0,0.0
-4.2904487,-4.932776,0.80660844,55.797337,2010-10-06,0.0,0.0
-8.536579,-9.963049,0.8331933,79.47611,2010-10-07,0.0,0.0
-1.6522363,-4.396861,0.82994187,35.21927,2010-10-08,0.0,0.0
1.9571353,-1.5587631,0.8207818,62.093777,2010-10-09,0.0,0.0
5.350757,-0.4033823,0.6921096,32.622242,2010-10-10,0.0,0.0
4.4501553,-0.04729572,0.51581883,43.001125,2010-10-11,0.0,0.0
2.28763,-0.77508587,0.51489043,43.270096,2010-10-12,0.0,0.0
-2.3560662,-4.9720907,0.4766968,62.42064,2010-10-13,0.0,0.0
-2.99224,-5.1079683,0.45362824,48.181496,2010-10-14,0.0,0.0
-5.7149343,-7.9092464,0.45964164,56.492176,2010-10-15,0.0,0.0
-6.8996277,-8.511295,0.45321882,38.959213,2010-10-16,0.0,0.0
-4.8389087,-6.0721292,0.46696165,45.913895,2010-10-17,0.0,0.0
-5.28513,-7.876548,0.5702567,52.079338,2010-10-18,0.0,0.0
-0.22588575,-3.2376497,0.5760716,36.046894,2010-10-19,0.0,0.0
0.7362882,-2.221075,0.5750144,30.445183,2010-10-20,0.0,0.0
-2.499207,-5.1663485,0.5697261,30.761293,2010-10-21,0.0,0.0
-5.946167,-7.9219537,0.56718576,39.924416,2010-10-22,0.0,0.0
-6.788273,-9.040594,0.55962276,33.655525,2010-10-23,0.0,0.0
-6.306592,-9.05605,0.5547018,35.626015,2010-10-24,0.0,0.0
-4.944482,-8.276028,0.5506253,35.869072,2010-10-25,0.0,0.0
-7.9880304,-10.444679,0.54517925,34.05463,2010-10-26,0.0,0.0
-12.122604,-13.739265,0.5380017,29.784298,2010-10-27,0.0,0.0
-15.575541,-16.44493,0.57344925,28.992435,2010-10-28,0.0,0.0
-19.569298,-21.015987,0.59638476,30.877373,2010-10-29,0.0,0.0
-18.815105,-21.144836,0.595382,28.663765,2010-10-30,0.0,0.0
-16.566643,-19.300104,0.59224486,25.69468,2010-10-31,0.0,0.0
-18.666046,-21.010136,0.59253514,24.442848,2010-11-01,0.0,0.0
-16.411154,-19.024712,0.5902589,22.622488,2010-11-02,0.0,0.0
-15.980093,-18.481537,0.586864,21.750525,2010-11-03,0.0,0.0
-11.186972,-13.883423,0.5781985,12.400303,2010-11-04,0.0,0.0
-4.688379,-6.5721335,0.5870874,6.259896,2010-11-05,0.0,0.0
-6.2052784,-7.776918,0.7171805,11.489227,2010-11-06,0.0,0.0
-9.4411545,-10.881561,0.7677416,10.267364,2010-11-07,0.0,0.0
-6.225525,-7.081376,0.79576087,5.9861984,2010-11-08,0.0,0.0
-6.29228,-7.0293255,0.80564106,6.6170797,2010-11-09,0.0,0.0
-8.996407,-9.785166,0.80842674,7.6944456,2010-11-10,0.0,0.0
-10.917738,-11.731222,0.8092359,7.7227774,2010-11-11,0.0,0.0
-13.9780445,-15.977499,0.81107765,8.112764,2010-11-12,0.0,0.0
-6.037324,-7.909482,0.80943537,6.1320477,2010-11-13,0.0,0.0
-5.127641,-6.3078427,0.8094599,5.654153,2010-11-14,0.0,0.0
-9.720582,-10.596663,0.81019276,4.7902927,2010-11-15,0.0,0.0
-16.04639,-17.713335,0.81504047,7.541935,2010-11-16,0.0,0.0
-19.151697,-21.21857,0.81682503,6.320079,2010-11-17,0.0,0.0
-11.212791,-14.143593,0.8141767,5.435169,2010-11-18,0.0,0.0
-9.734894,-12.949106,0.8102022,4.799869,2010-11-19,0.0,0.0
-3.6668203,-7.031785,0.81299496,3.9976022,2010-11-20,0.0,0.0
-0.4414555,-3.4202082,0.8099383,3.4686117,2010-11-21,0.0,0.0
-0.38687962,-3.709536,0.80985045,3.2443817,2010-11-22,0.0,0.0
-4.666441,-7.483317,0.8108559,2.7671149,2010-11-23,0.0,0.0
-6.7596474,-9.961491,0.8161727,2.7216883,2010-11-24,0.0,0.0
-4.6565228,-8.182289,0.8168843,2.3147004,2010-11-25,0.0,0.0
-4.1273017,-7.746319,0.78275055,1.9594381,2010-11-26,0.0,0.0
3.2319217,-0.5719013,0.6956409,0.75591266,2010-11-27,0.0,0.0
2.9507039,-0.022025637,0.6011224,0.50526625,2010-11-28,0.0,0.0
2.455439,-0.02075831,0.55244446,0.3542865,2010-11-29,0.0,0.0
-3.3730168,-4.6737566,0.61512697,0.75037146,2010-11-30,0.0,0.0
-5.793828,-6.758087,0.6127386,0.59019405,2010-12-01,0.0,0.0
-5.041545,-5.868608,0.7043756,0.13569632,2010-12-02,0.0,0.0
-1.636462,-2.3236635,0.83685726,0.16120726,2010-12-03,0.0,0.0
-1.6522162,-2.742492,0.83324444,0.15994984,2010-12-04,0.0,0.0
-3.6752982,-4.3548136,0.8330647,0.13258049,2010-12-05,0.0,0.0
-3.0475683,-3.7531252,0.84450924,0.06158278,2010-12-06,0.0,0.0
-3.276874,-4.737393,0.8401764,0.050472487,2010-12-07,0.0,0.0
-0.57825404,-2.7184505,0.83761847,0.0,2010-12-08,0.0,0.0
-2.0941672,-3.9073553,0.83625025,0.0,2010-12-09,0.0,0.0
-4.3102427,-6.0789747,0.83533674,0.0,2010-12-10,0.0,0.0
-10.15596,-11.2680855,0.8299522,0.0,2010-12-11,0.0,0.0
-3.0210862,-4.756749,0.8248819,0.0,2010-12-12,0.0,0.0
-8.183751,-9.109901,0.8183881,0.0,2010-12-13,0.0,0.0
-10.519186,-11.181732,0.81179273,0.0,2010-12-14,0.0,0.0
-5.7541256,-8.015047,0.81051594,0.0,2010-12-15,0.0,0.0
-1.2607028,-4.498906,0.8104973,0.0,2010-12-16,0.0,0.0
-0.7729029,-2.6035566,0.81046355,0.0,2010-12-17,0.0,0.0
-6.5926657,-9.386898,0.81291246,0.0,2010-12-18,0.0,0.0
-7.9933076,-10.107254,0.8106644,0.0,2010-12-19,0.0,0.0
-15.797765,-18.135595,0.8159163,0.0,2010-12-20,0.0,0.0
-14.516495,-16.785484,0.814956,0.0,2010-12-21,0.0,0.0
-9.8866825,-11.671999,0.8103013,0.0,2010-12-22,0.0,0.0
-8.007927,-10.439334,0.8104341,0.0,2010-12-23,0.0,0.0
-6.391699,-8.517925,0.8104404,0.0,2010-12-24,0.0,0.0
-15.6683235,-18.083202,0.81326985,0.0,2010-12-25,0.0,0.0
-17.74518,-20.648857,0.81948835,0.0,2010-12-26,0.0,0.0
-15.371249,-17.53093,0.8121916,0.0,2010-12-27,0.0,0.0
-12.680359,-13.784854,0.8108485,0.0,2010-12-28,0.0,0.0
-12.22562,-15.173372,0.81320393,0.0,2010-12-29,0.0,0.0
-12.6299095,-15.523176,0.8133303,0.0,2010-12-30,0.0,0.0
-1.3587946,-4.4440336,0.8133602,0.0,2010-12-31,0.0,0.0
-3.897663,-6.814393,0.8147338,0.0,2011-01-01,0.0,0.0
-3.1567035,-4.7232685,0.82020456,0.0,2011-01-02,0.0,0.0
-4.4713426,-7.6656885,0.822616,0.0,2011-01-03,0.0,0.0
-5.834541,-9.278308,0.8196242,0.00789711,2011-01-04,0.0,0.0
-8.163028,-10.678177,0.81598085,0.04915145,2011-01-05,0.0,0.0
-9.811882,-12.102779,0.816097,0.0,2011-01-06,0.0,0.0
-15.233902,-16.77135,0.81894714,0.1510734,2011-01-07,0.0,0.0
-12.739584,-15.05978,0.8233807,0.2056121,2011-01-08,0.0,0.0
-17.110476,-19.24871,0.82091856,0.2897036,2011-01-09,0.0,0.0
-18.203896,-20.312752,0.8205036,0.3925814,2011-01-10,0.0,0.0
-17.850025,-20.1939,0.81672215,0.45874184,2011-01-11,0.0,0.0
-14.537694,-16.094501,0.81549644,0.5064719,2011-01-12,0.0,0.0
-12.967607,-13.598135,0.8156735,0.62563133,2011-01-13,0.0,0.0
-16.210037,-17.011993,0.8149816,0.90117645,2011-01-14,0.0,0.0
-17.078033,-18.03223,0.8144091,1.0761003,2011-01-15,0.0,0.0
-16.914616,-18.078823,0.8143344,1.3558953,2011-01-16,0.0,0.0
-17.83421,-19.659204,0.8142582,1.7183099,2011-01-17,0.0,0.0
-18.267502,-21.165407,0.81802523,2.5149844,2011-01-18,0.0,0.0
-15.666174,-17.141817,0.8140211,1.9497397,2011-01-19,0.0,0.0
-18.378906,-19.60938,0.8135115,2.5030515,2011-01-20,0.0,0.0
-25.189585,-27.67462,0.821674,3.9514914,2011-01-21,0.0,0.0
-21.523243,-24.885103,0.822322,4.635602,2011-01-22,0.0,0.0
-8.649161,-11.933954,0.8145031,2.6584752,2011-01-23,0.0,0.0
-8.019485,-10.445113,0.8157816,4.903125,2011-01-24,0.0,0.0
-2.2061102,-4.3683815,0.7896651,4.2106266,2011-01-25,0.0,0.0
-8.143798,-10.183968,0.81333447,5.8271422,2011-01-26,0.0,0.0
-12.534328,-13.653951,0.81245786,4.1993666,2011-01-27,0.0,0.0
-14.720854,-15.996491,0.81293917,5.5352144,2011-01-28,0.0,0.0
-25.225866,-27.77612,0.8162948,8.700445,2011-01-29,0.0,0.0
-21.352755,-22.831165,0.81285334,7.4280214,2011-01-30,0.0,0.0
-25.00064,-27.39407,0.8210622,11.190626,2011-01-31,0.0,0.0
-21.913555,-24.19596,0.81299293,9.6388445,2011-02-01,0.0,0.0
-24.695408,-26.922579,0.8129796,9.296448,2011-02-02,0.0,0.0
-23.27206,-26.024548,0.8122082,11.206578,2011-02-03,0.0,0.0
-24.105549,-26.681421,0.81329215,14.263519,2011-02-04,0.0,0.0
-19.710575,-21.513916,0.8129019,9.959324,2011-02-05,0.0,0.0
-21.685295,-24.158348,0.8174077,17.695751,2011-02-06,0.0,0.0
-16.161541,-18.652287,0.8121673,13.09437,2011-02-07,0.0,0.0
-16.580807,-18.505095,0.81243074,10.92857,2011-02-08,0.0,0.0
-16.718174,-17.25848,0.81152457,7.936637,2011-02-09,0.0,0.0
-19.760445,-21.541924,0.81085885,20.779093,2011-02-10,0.0,0.0
-8.2130995,-11.3902645,0.81058824,18.186142,2011-02-11,0.0,0.0
-17.432888,-19.126068,0.81056803,18.180038,2011-02-12,0.0,0.0
-19.218822,-20.432878,0.81056225,17.507397,2011-02-13,0.0,0.0
-14.208286,-17.784733,0.81112695,23.835295,2011-02-14,0.0,0.0
-14.771065,-16.167503,0.8105339,20.808895,2011-02-15,0.0,0.0
-20.00307,-22.629097,0.8105004,28.642584,2011-02-16,0.0,0.0
-8.7042055,-12.210977,0.81049025,23.281582,2011-02-17,0.0,0.0
-8.220339,-10.971972,0.8104718,24.817734,2011-02-18,0.0,0.0
-15.644707,-18.572578,0.8112817,38.125706,2011-02-19,0.0,0.0
-23.415741,-25.582085,0.81574637,42.091045,2011-02-20,0.0,0.0
-20.786388,-23.76793,0.81113213,35.772194,2011-02-21,0.0,0.0
-19.649708,-22.37308,0.81045616,38.27067,2011-02-22,0.0,0.0
-24.564926,-25.84106,0.81044114,35.086903,2011-02-23,0.0,0.0
-28.838432,-30.29229,0.81418514,53.276173,2011-02-24,0.0,0.0
-28.061996,-30.124233,0.812931,48.69557,2011-02-25,0.0,0.0
-20.950119,-22.940153,0.81038135,41.392536,2011-02-26,0.0,0.0
-12.174154,-14.320801,0.81033045,31.535782,2011-02-27,0.0,0.0
-13.625626,-14.508884,0.8102064,32.47108,2011-02-28,0.0,0.0
-21.019634,-22.700441,0.81039715,56.73419,2011-03-01,0.0,0.0
-19.500637,-21.904728,0.81110334,52.048176,2011-03-02,0.0,0.0
-13.775959,-15.419689,0.8100666,41.516426,2011-03-03,0.0,0.0
-7.611334,-9.406418,0.81002927,39.90238,2011-03-04,0.0,0.0
-10.870613,-12.072216,0.80997694,39.989,2011-03-05,0.0,0.0
-19.080437,-19.89912,0.8098922,54.17583,2011-03-06,0.0,0.0
-22.594215,-23.521404,0.80987,61.378323,2011-03-07,0.0,0.0
-24.34555,-25.871021,0.81004226,79.8613,2011-03-08,0.0,0.0
-25.889511,-27.567692,0.81036866,84.36911,2011-03-09,0.0,0.0
-20.667572,-21.659061,0.80986583,70.750046,2011-03-10,0.0,0.0
-18.65533,-19.756025,0.8098657,63.013954,2011-03-11,0.0,0.0
-14.211095,-14.533033,0.80986047,42.858353,2011-03-12,0.0,0.0
-29.69217,-32.89303,0.81160545,102.04645,2011-03-13,0.0,0.0
-32.516678,-33.224106,0.80984235,89.42781,2011-03-14,0.0,0.0
-25.190418,-25.139101,0.809821,64.816574,2011-03-15,0.0,0.0
-23.102825,-23.585815,0.809808,81.76053,2011-03-16,0.0,0.0
-23.277988,-23.838562,0.80980754,81.61771,2011-03-17,0.0,0.0
-28.366474,-29.856667,0.81156456,118.15431,2011-03-18,0.0,0.0
-23.864346,-24.828396,0.8098073,83.016174,2011-03-19,0.0,0.0
-23.531326,-24.089584,0.80980396,91.92698,2011-03-20,0.0,0.0
-24.83714,-25.417114,0.80980223,101.26871,2011-03-21,0.0,0.0
-24.463375,-26.565956,0.81362605,134.68225,2011-03-22,0.0,0.0
-22.701584,-25.017956,0.8155732,140.0995,2011-03-23,0.0,0.0
-11.809085,-15.243816,0.81281245,134.55856,2011-03-24,0.0,0.0
-0.5439972,-3.0415168,0.7802577,96.22714,2011-03-25,0.0,0.0
-2.1573942,-4.8500175,0.7971575,115.98569,2011-03-26,0.0,0.0
-3.5862317,-5.8367195,0.7954712,104.852264,2011-03-27,0.0,0.0
-3.9280348,-5.035593,0.8089161,113.46715,2011-03-28,0.0,0.0
-10.434904,-12.55365,0.8149456,153.40988,2011-03-29,0.0,0.0
-18.237694,-19.54977,0.81117475,152.70015,2011-03-30,0.0,0.0
-20.433552,-21.203693,0.81796825,150.48468,2011-03-31,0.0,0.0
-21.96956,-23.557413,0.82048184,157.41858,2011-04-01,0.0,0.0
-19.91111,-21.072683,0.8203058,135.9657,2011-04-02,0.0,0.0
-19.510212,-19.94755,0.8151438,164.04938,2011-04-03,0.0,0.0
-26.069393,-27.196692,0.8153726,179.92226,2011-04-04,0.0,0.0
-26.587204,-27.114605,0.81241953,167.5329,2011-04-05,0.0,0.0
-25.205006,-26.857092,0.81511414,192.37085,2011-04-06,0.0,0.0
-25.216076,-27.092308,0.8151321,195.50726,2011-04-07,0.0,0.0
-25.883694,-27.423023,0.81500846,200.57074,2011-04-08,0.0,0.0
-25.456898,-25.110752,0.8124425,147.31253,2011-04-09,0.0,0.0
-23.174862,-23.124905,0.8124291,188.05927,2011-04-10,0.0,0.0
-24.991913,-26.936436,0.8148921,213.30127,2011-04-11,0.0,0.0
-19.748993,-22.15153,0.8148158,217.22528,2011-04-12,0.0,0.0
